name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
cerdanyola del valles,2021-01-11,7.8,0.6,3.9,6.3,-2.1,1.7,0.7,80.5,0,0,0,,0,0,24.2,19.2,281.9,1019.4,44.9,10.5,27.7,2.5,2,,2021-01-11T08:17:00,2021-01-11T17:42:08,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LEBL,D1298,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-01-12,9,-1.8,2.7,6.7,-3.4,1.1,-2.4,71,0,0,0,,0,0,31.3,20.1,293.6,1024.4,12.6,10.4,30.1,2.6,1,,2021-01-12T08:16:42,2021-01-12T17:43:14,0.97,Clear,Clear conditions throughout the day.,clear-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-01-13,11.3,0.1,4.7,11.3,-1.9,3.4,0.4,74.9,0,0,0,,0,0,27.9,18.9,294.8,1025.1,16.2,10.5,30.6,2.8,2,,2021-01-13T08:16:21,2021-01-13T17:44:21,0,Clear,Clear conditions throughout the day.,clear-day,"LEBL,D1298,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-01-14,10.2,1.4,4.9,10.2,-0.9,3.2,1.3,78.6,0.009,100,4.17,rain,0,0,42.5,22,299.4,1022.9,48.8,10.4,32.5,2.7,2,,2021-01-14T08:15:58,2021-01-14T17:45:28,0.04,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-01-15,12.2,0.2,5.4,12.2,-3.5,4.4,1.4,77.8,0,0,0,,0,0,19.8,11.8,312.7,1020.6,22.8,10.3,46.4,4.1,2,,2021-01-15T08:15:32,2021-01-15T17:46:37,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-01-16,12.2,-0.3,5.8,12.2,-2.9,5,1,74,0,0,0,,0,0,20.2,21.2,295.1,1023.9,11.7,10.2,50.9,4.3,3,,2021-01-16T08:15:05,2021-01-16T17:47:47,0.1,Clear,Clear conditions throughout the day.,clear-day,"LEBL,D1298,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-01-17,16.7,3,8.5,16.7,2.1,7.9,1.9,66.2,0,0,0,,0,0,19.1,12.2,330.7,1022.6,10.1,10.5,43.7,3.7,3,,2021-01-17T08:14:35,2021-01-17T17:48:57,0.14,Clear,Clear conditions throughout the day.,clear-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-01-18,12.5,4.1,7.8,12.5,2.7,7.4,5,83.1,0.36,100,8.33,rain,0,0,16,13.1,294.3,1026.6,69.2,10.2,46.7,4.1,2,,2021-01-18T08:14:03,2021-01-18T17:50:08,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-01-19,15.4,1.9,7.7,15.4,1.9,7.4,4.9,83.5,0,0,0,,0,0,33.3,13.4,247.6,1023.5,22.1,9.9,47.9,4.2,3,,2021-01-19T08:13:29,2021-01-19T17:51:19,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-01-20,13,6.3,9.3,13,6.3,9.2,7,86,0,0,0,,0,0,30.4,10.3,257.9,1014.8,79,8.7,39.1,3.4,2,,2021-01-20T08:12:53,2021-01-20T17:52:32,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-01-21,15.4,4.6,10.4,15.4,4.6,10.3,6,76.2,0,0,0,,0,0,48.2,32.4,260.2,1010.2,33.9,8.9,67.3,5.8,3,,2021-01-21T08:12:14,2021-01-21T17:53:45,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,LEGE,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-01-22,14,8.4,11.7,14,5.2,11.2,5.6,66.6,7.791,100,20.83,rain,0,0,68.4,40.6,251.9,1003.3,52.3,10.1,39,3.4,2,,2021-01-22T08:11:34,2021-01-22T17:54:58,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"LEBL,LEGE,08186099999,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-01-23,13.7,5.9,9.9,13.7,3.9,9.2,2.4,59.9,0,0,0,,0,0,47.1,29.2,256,1007.8,47.3,10.5,60.7,5.2,3,,2021-01-23T08:10:51,2021-01-23T17:56:12,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,C8593,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-01-24,15.5,8.1,12.1,15.5,7,11.9,4.5,61,0,0,0,,0,0,69.6,43.7,264.1,1005.2,39.6,10.5,48.2,4.1,3,,2021-01-24T08:10:07,2021-01-24T17:57:27,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-01-25,14.9,7.8,10.8,14.9,6,10.1,5.2,68.6,0,0,0,,0,0,37.3,19.3,255,1009.5,80.4,10.5,47.7,4.1,3,,2021-01-25T08:09:20,2021-01-25T17:58:41,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-01-26,12.8,6.2,9.2,12.8,4.3,8.8,5.2,76.5,0,0,0,,0,0,22.6,12.5,146.4,1021.2,63.5,10.4,53.9,4.6,2,,2021-01-26T08:08:32,2021-01-26T17:59:56,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,C8593,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-01-27,18.1,3.4,9.3,18.1,1.8,8.9,4.7,74,0,0,0,,0,0,14.3,10.2,313.9,1020.2,62.1,10.4,70.2,6,4,,2021-01-27T08:07:42,2021-01-27T18:01:12,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,C8593,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-01-28,19.8,6.6,12.5,19.8,5.7,12.4,9,80.9,0,0,0,,0,0,13.3,11.7,322.7,1019.5,34.8,10.1,70,6,3,,2021-01-28T08:06:49,2021-01-28T18:02:28,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-01-29,21.3,9.5,15.7,21.3,9.5,15.7,10.2,71.2,0,0,0,,0,0,33,22.2,273.2,1015.3,47.5,10.2,63.6,5.5,3,,2021-01-29T08:05:55,2021-01-29T18:03:43,0.52,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-01-30,17.7,8.1,13,17.7,8.1,12.9,6.9,68.8,0.62,100,25,rain,0,0,59.4,37.8,272.4,1006.6,33.7,10.2,52.5,4.6,2,,2021-01-30T08:04:59,2021-01-30T18:04:59,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LEBL,C8593,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-01-31,17.5,8.5,12.9,17.5,7.3,12.8,4.8,58.2,0,0,0,,0,0,56.5,37,279.4,1003.4,35.2,10.5,73.5,6.3,4,,2021-01-31T08:04:02,2021-01-31T18:06:16,0.59,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-02-01,19.5,12.4,15.3,19.5,12.4,15.3,6.3,56.1,0.031,100,4.17,rain,0,0,63,31.9,280,1004.3,22.7,10.5,64.1,5.5,4,,2021-02-01T08:03:02,2021-02-01T18:07:32,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-02-02,19.9,8.2,14,19.9,7,13.9,7.8,67.8,0,0,0,,0,0,25,18,279.2,1013.2,47.8,10.4,71.4,6.2,3,,2021-02-02T08:02:01,2021-02-02T18:08:48,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-02-03,20.5,10.4,14.8,20.5,10.4,14.8,7.7,63.8,0,0,0,,0,0,28,22.3,256.7,1012.2,66.9,10.4,70.7,6.1,3,,2021-02-03T08:00:58,2021-02-03T18:10:05,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-02-04,17,7.2,11.2,17,7.2,11.2,8.8,85.7,0,0,0,,0,0,14,12.7,103.7,1013.3,79.4,8.8,77.1,6.6,4,,2021-02-04T07:59:54,2021-02-04T18:11:21,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,C8593,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-02-05,17.4,10.3,12.8,17.4,10.3,12.8,9.6,82,0,0,0,,0,0,29.4,13.5,59.6,1010.8,71.2,7.5,78,6.8,4,,2021-02-05T07:58:48,2021-02-05T18:12:37,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-02-06,17.8,10.4,14,17.8,10.4,14,9.8,76.3,0,0,0,,0,0,37.8,17.3,30.3,1002.2,52.4,8.8,70.2,6.1,4,,2021-02-06T07:57:40,2021-02-06T18:13:54,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,C8593,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-02-07,12.4,5.9,9.8,12.4,5.1,9.4,6.3,79,3.382,100,41.67,rain,0,0,21.9,15.9,274.3,1002.8,72.3,10.4,80.4,6.9,5,,2021-02-07T07:56:31,2021-02-07T18:15:10,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-02-08,12.5,6.2,9.5,12.5,4,8.5,5.3,75.9,2.808,100,25,rain,0,0,30.1,17.8,258.9,1000.3,62.8,10.3,39.8,3.5,2,,2021-02-08T07:55:20,2021-02-08T18:16:26,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LEBL,D1298,08186099999,LEGE,08180099999,D4982,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-02-09,14.4,8.5,11,14.4,5.8,10.3,6.3,73.4,0.074,100,4.17,rain,0,0,45.1,19.4,254.2,1003.1,48,10.3,59.2,5,3,,2021-02-09T07:54:08,2021-02-09T18:17:42,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-02-10,15.6,8.5,10.8,15.6,7.1,10.3,5.3,69.2,0,0,0,,0,0,29.5,35.6,270.4,1004.7,48.4,10.2,61.7,5.2,4,,2021-02-10T07:52:54,2021-02-10T18:18:58,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,C8593,D1298,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-02-11,16.9,3.1,9.8,16.9,1,9.4,4.6,72.4,0,0,0,,0,0,15.1,18,244.6,1014.5,48.6,10,114.4,9.8,6,,2021-02-11T07:51:39,2021-02-11T18:20:13,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-02-12,16.8,6.1,10.7,16.8,4,10.5,7.7,83.2,3.5,100,50,rain,0,0,,35.3,277.3,1010.6,52.5,9.4,60.6,5.3,3,,2021-02-12T07:50:23,2021-02-12T18:21:29,0.02,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"LEBL,LEGE,AR110,LELL,V7DJ5"
cerdanyola del valles,2021-02-13,16.4,6,11.2,16.4,6,11,8.7,86.2,0.052,100,4.17,rain,0,0,27.9,16.6,168.3,1021.7,66.5,7.3,124.9,10.7,5,,2021-02-13T07:49:05,2021-02-13T18:22:44,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LEBL,D1298,LEGE,08186099999,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-02-14,12,7.3,8.6,12,5.1,7,6.4,86.4,0.72,100,41.67,rain,0,0,36.3,18.6,66.6,1033,94.9,8.8,19.2,1.5,1,,2021-02-14T07:47:46,2021-02-14T18:23:59,0.09,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-02-15,10.2,7,8.7,10.2,7,8.6,5.9,82.6,0.827,100,8.33,rain,0,0,21.2,8.7,261.9,1035.3,97.9,10,31.3,2.6,1,,2021-02-15T07:46:26,2021-02-15T18:25:14,0.12,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"LEBL,C8593,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-02-16,15.2,9.2,11.6,15.2,8.2,11.6,8.7,83,0.169,100,12.5,rain,0,0,44.8,21.8,248,1027.5,78.1,9.8,65.3,5.6,4,,2021-02-16T07:45:04,2021-02-16T18:26:28,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LEBL,C8593,D1298,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-02-17,17.2,6.5,11.4,17.2,6.2,11.2,8.4,83.2,0,0,0,,0,0,30.3,15.5,192.2,1023.5,35.3,8.5,119.6,10.3,6,,2021-02-17T07:43:42,2021-02-17T18:27:43,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-02-18,15.1,8.2,10.7,15.1,7,10.3,8.7,88,0,0,0,,0,0,20.5,13.2,225.7,1019.5,78.8,6.1,80,6.8,4,,2021-02-18T07:42:18,2021-02-18T18:28:57,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-02-19,16.8,6.1,10.7,16.8,4.5,10.5,8.5,86.8,0,0,0,,0,0,15.4,11.6,233.5,1018.8,74.8,5.4,99.9,8.4,5,,2021-02-19T07:40:53,2021-02-19T18:30:10,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-02-20,14.9,6.1,10.5,14.9,5.6,10.3,8,85.4,0,0,0,,0,0,16.5,13.4,131.7,1018.4,73.8,8.4,84,7.2,5,,2021-02-20T07:39:27,2021-02-20T18:31:24,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,LEGE,08186099999,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999"
cerdanyola del valles,2021-02-21,14.9,7.4,12.3,14.9,6.5,12,8.9,80,0,0,0,,0,0,57.6,29.2,57.1,1015,72.3,10,62.7,5.2,3,,2021-02-21T07:38:00,2021-02-21T18:32:37,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-02-22,14,12,13.1,14,12,13.1,11.6,90.7,7.745,100,70.83,rain,0,0,57.7,21.8,51.7,1018,91.2,7.3,18.5,1.7,1,,2021-02-22T07:36:33,2021-02-22T18:33:50,0.34,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,E9530,LELL,08181099999,08176399999"
cerdanyola del valles,2021-02-23,17.9,12,13.9,17.9,12,13.9,11.6,86.5,0.018,100,8.33,rain,0,0,22.6,17.1,72.8,1032.8,61.8,9.4,105,9.2,4,,2021-02-23T07:35:04,2021-02-23T18:35:02,0.38,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-02-24,18,8.7,13.2,18,7.9,13.2,10,82.4,0,0,0,,0,0,16.3,14.8,163,1034.7,53.7,9.9,128.1,11.1,6,,2021-02-24T07:33:34,2021-02-24T18:36:14,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,LEGE,08186099999,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-02-25,16.9,7.6,12,16.9,7,11.9,8.6,81.5,0.074,100,4.17,rain,0,0,26.6,14.9,230,1030.7,49,9.1,108.3,9.4,5,,2021-02-25T07:32:03,2021-02-25T18:37:26,0.44,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-02-26,15.9,8.5,12.1,15.9,8.5,12.1,9.3,83.3,0,0,0,,0,0,19.6,9.5,212.1,1029.9,65.8,7.9,69.1,6,4,,2021-02-26T07:30:32,2021-02-26T18:38:38,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-02-27,16.5,5.2,10.8,16.5,5.1,10.7,7.5,81.1,0,0,0,,0,0,29.7,17.5,284.6,1025.9,39.6,8.9,128.4,11.2,6,,2021-02-27T07:29:00,2021-02-27T18:39:49,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-02-28,15.8,8.8,11.6,15.8,8.5,11.6,8.1,80.3,0,0,0,,0,0,40.9,21.7,92.3,1025.4,45.9,8.3,136.8,11.9,5,,2021-02-28T07:27:27,2021-02-28T18:41:00,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-03-01,15.2,11.1,12.4,15.2,11.1,12.4,7.7,73.2,0,0,0,,0,0,33.6,18.6,59.8,1025.8,80,10.2,89,7.6,4,,2021-03-01T07:25:53,2021-03-01T18:42:11,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-03-02,15.3,10.7,12.4,15.3,10.7,12.4,8.6,78,0,0,0,,0,0,37.1,15.4,50.4,1028.5,75.5,10,58.7,5.2,3,,2021-03-02T07:24:18,2021-03-02T18:43:21,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-03-03,17,9.1,11.8,17,9.1,11.8,9.3,85,0,0,0,,0,0,17.9,16.6,103.4,1029.6,46.6,8.4,96.9,8.4,4,,2021-03-03T07:22:43,2021-03-03T18:44:31,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-03-04,15.5,8.5,11.5,15.5,8.4,11.4,8.9,84.7,0,0,0,,0,0,17,10.6,207.2,1023.2,54.2,7.8,91.1,7.8,4,,2021-03-04T07:21:07,2021-03-04T18:45:41,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-03-05,15.6,7.6,11.3,15.6,7.6,11.2,8.4,83.6,0.196,100,4.17,rain,0,0,18.2,13.7,132.3,1018.2,13.3,7.2,108.7,9.4,4,,2021-03-05T07:19:31,2021-03-05T18:46:50,0.72,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-03-06,15,7.4,11.3,15,6.3,11,7.6,79.3,0.043,100,8.33,rain,0,0,22.7,12.8,106.3,1022.1,30.4,8.6,100.4,8.6,4,,2021-03-06T07:17:54,2021-03-06T18:48:00,0.75,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
