name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
cerdanyola del valles,2021-03-07,14.4,9.3,11.7,14.4,9.3,11.7,8.7,82,0.706,100,8.33,rain,0,0,19.1,16.3,92,1019.7,54.1,9.9,81.2,6.9,3,,2021-03-07T07:16:16,2021-03-07T18:49:09,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-03-08,13.1,8.9,11.2,13.1,8.6,11.2,8.8,85.4,0.325,100,20.83,rain,0,0,32,9.5,286,1014.5,78,9.6,52.3,4.5,2,,2021-03-08T07:14:38,2021-03-08T18:50:17,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-03-09,15.5,6.1,10.2,15.5,4.8,9.8,6.1,76.8,0.02,100,4.17,rain,0,0,25.1,20.4,255.2,1016.2,42.4,10.3,115.8,10,5,,2021-03-09T07:13:00,2021-03-09T18:51:26,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-03-10,16.9,4.7,10.8,16.9,3.1,10.3,3.5,63.4,0,0,0,,0,0,40.7,16.1,262.7,1020.5,14,10.3,174.4,15,6,,2021-03-10T07:11:21,2021-03-10T18:52:34,0.89,Clear,Clear conditions throughout the day.,clear-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-03-11,20.8,5.5,13,20.8,5.5,13,4.9,61.2,0,0,0,,0,0,30.7,17.3,241.9,1020.7,53.2,10,156.6,13.6,6,,2021-03-11T07:09:41,2021-03-11T18:53:42,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-03-12,13.3,8.6,11.5,13.3,8,11.5,8.2,79.9,0.116,100,16.67,rain,0,0,21.3,12.9,127,1020,75.3,10.2,85.9,7.5,4,,2021-03-12T07:08:02,2021-03-12T18:54:50,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-03-13,18.9,6.6,11.9,18.9,5.4,11.8,5.2,68.6,0,0,0,,0,0,42.5,24.3,260.8,1020.4,24.9,10.3,182.6,15.6,7,,2021-03-13T07:06:22,2021-03-13T18:55:57,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-03-14,16,5.1,10.6,16,4.7,10.4,5.3,70.4,0,0,0,,0,0,26.6,19.9,153.8,1020.2,44.2,10.3,110,9.6,5,,2021-03-14T07:04:41,2021-03-14T18:57:05,0.03,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-03-15,17.8,6.6,11.7,17.8,5.1,11.3,4.7,64.4,0,0,0,,0,0,29.9,17.3,254.5,1022.6,21.3,10.4,183.9,15.9,7,,2021-03-15T07:03:01,2021-03-15T18:58:12,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-03-16,16.7,4.5,10.7,16.7,3.1,10.5,6.1,74.3,0,0,0,,0,0,17.8,19.8,167.6,1023.4,17.2,10.4,185.4,15.9,7,,2021-03-16T07:01:20,2021-03-16T18:59:19,0.1,Clear,Clear conditions throughout the day.,clear-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-03-17,18.3,5.1,11.7,18.3,3.4,11.5,6.6,72.9,0,0,0,,0,0,29.6,22.5,200,1020.6,30,10.3,147.9,12.6,6,,2021-03-17T06:59:39,2021-03-17T19:00:25,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-03-18,14.6,5.4,10.4,14.6,3,9.9,5,70.6,7.24,100,20.83,rain,0,0,42.8,22.2,155.3,1017.4,65.6,9.7,153.8,13.2,7,,2021-03-18T06:57:57,2021-03-18T19:01:32,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-03-19,11.3,5.1,6.9,11.3,3.5,6.3,4.4,85.1,3.325,100,41.67,rain,0,0,37.1,13.5,357.7,1012.8,63.5,10.2,75.5,6.4,3,,2021-03-19T06:56:16,2021-03-19T19:02:38,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-03-20,13.7,4.2,8.8,13.7,1.6,7.8,-1.3,51.2,0,0,0,,0,0,74.2,15.1,45,1015.5,39,10.6,198.5,17.1,7,,2021-03-20T06:54:34,2021-03-20T19:03:45,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-03-21,16.1,0.9,8.5,16.1,-2.1,7.9,1,62.8,0,0,0,,0,0,48,16.4,213.4,1016.2,7.8,10.5,207.8,18,7,,2021-03-21T06:52:53,2021-03-21T19:04:51,0.25,Clear,Clear conditions throughout the day.,clear-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-03-22,17.8,3.2,10.3,17.8,3.2,10,3.7,67.9,0,0,0,,0,0,23.9,20.1,14.2,1015.5,45.3,10.4,192.2,16.6,7,,2021-03-22T06:51:11,2021-03-22T19:05:57,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-03-23,16,5.2,10.6,16,5.2,10.4,6.9,79.3,0,0,0,,0,0,23.2,18.3,114.7,1021.1,20.5,10,207.8,18,7,,2021-03-23T06:49:29,2021-03-23T19:07:02,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-03-24,19.3,4.4,12.1,19.3,3,11.8,6.4,71.6,0,0,0,,0,0,27.1,20.5,202.7,1023.6,5.9,9.7,211.3,18.1,8,,2021-03-24T06:47:48,2021-03-24T19:08:08,0.36,Clear,Clear conditions throughout the day.,clear-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-03-25,17.3,5.8,12,17.3,4.8,11.9,8.4,79.6,0,0,0,,0,0,23.9,20.8,146.1,1022.9,29.1,9.8,209,18,7,,2021-03-25T06:46:06,2021-03-25T19:09:14,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-03-26,17.9,8.6,12.9,17.9,7.6,12.9,11.5,91.1,0,0,0,,0,0,27.2,14.5,166.6,1021.5,30.4,7.3,143.5,12.4,7,,2021-03-26T06:44:24,2021-03-26T19:10:19,0.42,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-03-27,18,11.1,13.8,18,11.1,13.8,12.9,93.7,0,0,0,,0,0,25.8,18.7,132.5,1026.3,45.2,8.3,158.9,13.8,6,,2021-03-27T06:42:43,2021-03-27T19:11:25,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-03-28,18,7.6,12.9,18,7.6,12.8,10.6,87,0,0,0,,0,0,17.6,20.6,119.8,1029.9,13.7,9.7,225.9,18.7,7,,2021-03-28T07:41:01,2021-03-28T20:12:30,0.5,Clear,Clear conditions throughout the day.,clear-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-03-29,19.4,5.7,12.3,19.4,3.9,11.9,8.8,80.6,0,0,0,,0,0,19.1,19.5,125.7,1031.3,41.5,10.4,215.1,18.7,7,,2021-03-29T07:39:20,2021-03-29T20:13:36,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-03-30,18.4,6.6,12.5,18.4,5.7,12.1,7,70.1,0,0,0,,0,0,15.7,18.8,97.8,1029.5,26.6,10.3,253.2,21.7,8,,2021-03-30T07:37:39,2021-03-30T20:14:41,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-03-31,18,5.8,12.1,18,4.6,11.7,6,68.5,0.01,100,4.17,rain,0,0,16.9,18.4,134.9,1025,42.3,10.3,202.6,17.4,7,,2021-03-31T07:35:58,2021-03-31T20:15:46,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-04-01,19.7,3.7,12.2,19.7,1.6,11.8,3.5,58.3,0,0,0,,0,0,15.6,14.7,98.3,1019.8,37.2,10.4,205.2,17.8,7,,2021-04-01T07:34:17,2021-04-01T20:16:51,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-04-02,20.3,7.9,14.5,20.3,6.9,14.4,5.8,57.1,0,0,0,,0,0,31.1,23,97.1,1014.3,21.9,10.5,225.5,19.5,7,,2021-04-02T07:32:37,2021-04-02T20:17:56,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,D4982,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-04-03,23,8.2,15.5,23,7.3,15.5,7.3,59.9,0,0,0,,0,0,22.2,23,162.3,1011,48.5,10.5,221.6,19.1,7,,2021-04-03T07:30:57,2021-04-03T20:19:01,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,D4982,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-04-04,18,8.8,13.7,18,7.6,13.6,7.4,67.5,0.147,100,4.17,rain,0,0,15.7,14.7,154.3,1015.5,31.9,10.4,161.1,14.1,6,,2021-04-04T07:29:17,2021-04-04T20:20:06,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LEBL,08186099999,LEGE,08180099999,D4982,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-04-05,20.8,7.3,14.1,20.8,6.2,14,6.9,64.9,0,0,0,,0,0,43.4,22.4,216.8,1015.9,27.8,10.3,226.5,19.5,7,,2021-04-05T07:27:38,2021-04-05T20:21:12,0.77,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-04-06,16.1,7.7,12.6,16.1,6.8,12.5,7.9,74.4,0,0,0,,0,0,22,21.3,176.7,1011.2,49.8,9.3,94.5,8.2,4,,2021-04-06T07:25:59,2021-04-06T20:22:17,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,D4982,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-04-07,13,6.9,9.7,13,5.8,9.3,3.8,68.2,0.282,100,20.83,rain,0,0,23.6,13,113.8,1019.5,69.7,10.1,114,9.7,4,,2021-04-07T07:24:20,2021-04-07T20:23:22,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-04-08,15.6,4.3,10.7,15.6,3,10.4,3.8,64.4,0,0,0,,0,0,37.1,21.6,217,1024.4,49,10.4,248.5,21.6,8,,2021-04-08T07:22:42,2021-04-08T20:24:27,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-04-09,13.6,5.1,10.2,13.6,4.1,9.9,6.3,77.2,0.058,100,8.33,rain,0,0,24,15.8,99.1,1022,71.3,10.4,84.6,7.3,3,,2021-04-09T07:21:04,2021-04-09T20:25:32,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-04-10,13.1,9.6,11.7,13.1,9.6,11.7,9.7,87.8,1.411,100,29.17,rain,0,0,19.2,6.2,336.3,1015.7,82.6,9.7,25.1,2.1,1,,2021-04-10T07:19:27,2021-04-10T20:26:37,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-04-11,17.4,9.1,12.5,17.4,8.8,12.5,10.5,87.7,1.971,100,16.67,rain,0,0,24.5,15.1,224.4,1013.6,72.5,7,69.7,5.9,2,,2021-04-11T07:17:51,2021-04-11T20:27:42,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-04-12,15.1,7.6,11.4,15.1,6.1,11,6.6,74.8,11.194,100,45.83,rain,0,0,29,20.6,175.9,1021.9,66.5,9.1,216.3,18.6,9,,2021-04-12T07:16:15,2021-04-12T20:28:47,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-04-13,15.4,6.1,10.9,15.4,5.5,10.7,6.4,75,0,0,0,,0,0,21.2,18.2,171.4,1023.8,61.4,10.4,186.8,16.2,8,,2021-04-13T07:14:39,2021-04-13T20:29:52,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-04-14,15.4,9.6,12.3,15.4,9.6,12.3,6.3,68,0,0,0,,0,0,30.6,22.2,112.2,1020.5,55.9,10.4,195.2,16.8,7,,2021-04-14T07:13:05,2021-04-14T20:30:57,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-04-15,15.7,9.4,12.2,15.7,8.9,12.2,3.3,56.4,0,0,0,,0,0,33.5,22.5,115.1,1018.5,70.8,10.4,226.3,19.6,8,,2021-04-15T07:11:30,2021-04-15T20:32:02,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-04-16,13.9,7.1,10.5,13.9,5.5,10,3.8,64.2,0.206,100,8.33,rain,0,0,35.1,15,9.6,1017.2,86.8,10.3,163.5,14.1,8,,2021-04-16T07:09:57,2021-04-16T20:33:07,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LEBL,D1298,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-04-17,13.8,4.3,9.4,13.8,3.2,9,3.1,68,0.132,100,8.33,rain,0,0,28,21.3,125.6,1017.1,47,10.5,210.1,18.3,7,,2021-04-17T07:08:24,2021-04-17T20:34:12,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-04-18,16.5,4.1,10.7,16.5,3.2,10.4,2,58.4,0,0,0,,0,0,33.1,20.9,204.7,1018.4,19.8,10.5,276.3,23.6,9,,2021-04-18T07:06:52,2021-04-18T20:35:18,0.21,Clear,Clear conditions throughout the day.,clear-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-04-19,16.7,6.1,11.6,16.7,5.1,11.4,6.8,73.2,0,0,0,,0,0,25.3,20.4,117.8,1017.7,33.4,10.4,234,20.2,8,,2021-04-19T07:05:21,2021-04-19T20:36:23,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-04-20,16.3,8.6,12.8,16.3,8,12.7,9.2,79.8,0.102,100,16.67,rain,0,0,23.5,16.2,93.1,1015,78.7,10.3,134.8,11.7,5,,2021-04-20T07:03:51,2021-04-20T20:37:28,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LEBL,C8593,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-04-21,13.1,10.5,12.4,13.1,10.5,12.4,9.8,84.3,4.123,100,41.67,rain,0,0,30.7,17.4,73.4,1014,88.6,10.2,68.8,5.8,3,,2021-04-21T07:02:22,2021-04-21T20:38:33,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-04-22,16.3,6.7,11.9,16.3,6.7,11.9,8.2,78.8,0,0,0,,0,0,31.9,18.1,100.1,1016.9,62.4,10.4,188.5,16.2,8,,2021-04-22T07:00:53,2021-04-22T20:39:38,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-04-23,18.9,5.7,12.9,18.9,4.2,12.7,6.8,69.4,0,0,0,,0,0,16.7,21.3,135.6,1020.5,15.5,10.2,292.5,25.4,9,,2021-04-23T06:59:26,2021-04-23T20:40:43,0.38,Clear,Clear conditions throughout the day.,clear-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-04-24,18.9,5.7,13.3,18.9,4.3,13,7.1,67.9,0,0,0,,0,0,15.2,16.5,138.5,1020.5,61.3,10.4,267.7,23,8,,2021-04-24T06:57:59,2021-04-24T20:41:48,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-04-25,20.4,9.1,14.9,20.4,8.5,14.9,7.6,64,0,0,0,,0,0,30.6,21.9,80.2,1015.6,54.6,10.3,213.7,18.7,8,,2021-04-25T06:56:33,2021-04-25T20:42:53,0.44,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-04-26,19.1,12.1,15.1,19.1,12.1,15.1,8,65.1,2.605,100,29.17,rain,0,0,32.2,15,32.2,1007.7,67.8,10.2,84.4,7.2,4,,2021-04-26T06:55:09,2021-04-26T20:43:58,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-04-27,17.1,10.5,14.1,17.1,10.5,14.1,10.4,79.5,0.08,100,16.67,rain,0,0,18.8,16.5,132.5,1006,77.8,10.3,125.3,10.8,6,,2021-04-27T06:53:45,2021-04-27T20:45:03,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-04-28,18,12.1,14.6,18,12.1,14.6,12.3,86.1,0.193,100,12.5,rain,0,0,16.9,14.5,137.4,1006.7,81.8,8.8,129.4,11.1,6,,2021-04-28T06:52:22,2021-04-28T20:46:07,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-04-29,18.7,14,15.5,18.7,14,15.5,13.2,86,0.232,100,12.5,rain,0,0,26.2,19.9,109.1,1007.8,87,10,122.6,10.5,6,,2021-04-29T06:51:01,2021-04-29T20:47:12,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"LEBL,08186099999,LEGE,08180099999,D4982,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-04-30,19.8,13.1,15.4,19.8,13.1,15.4,13,85.9,0.587,100,4.17,rain,0,0,27.2,22.8,117.3,1008.9,75,9.7,120,10.3,7,,2021-04-30T06:49:41,2021-04-30T20:48:16,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LEBL,D1298,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-05-01,19,12,14.4,19,12,14.4,10.9,80.7,36.619,100,45.83,rain,0,0,30.8,19,295.3,1009.6,86.1,9.4,138.8,12.1,7,,2021-05-01T06:48:22,2021-05-01T20:49:21,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-05-02,15,9.2,13.3,15,7.8,13.2,8.4,73.4,0.694,100,25,rain,0,0,28.6,19.7,106.9,1018.4,53.2,10.4,165.8,14.3,6,,2021-05-02T06:47:04,2021-05-02T20:50:25,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-05-03,18.2,6.6,12.9,18.2,5.1,12.6,6.1,66.3,0,0,0,,0,0,24.9,21.6,133.4,1021.6,49.2,10.5,286.4,24.7,9,,2021-05-03T06:45:47,2021-05-03T20:51:29,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-05-04,21,7.6,14.9,21,6.5,14.7,7.3,63,0,0,0,,0,0,33.7,23.4,199,1017.4,36.1,10.5,300.5,25.8,9,,2021-05-04T06:44:32,2021-05-04T20:52:33,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-05-05,22,11.9,16.4,22,11.9,16.4,11.7,75.1,0,0,0,,0,0,20.3,22.8,139.3,1015.1,30.3,10.2,287.7,25.1,9,,2021-05-05T06:43:18,2021-05-05T20:53:36,0.78,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-05-06,24,12.6,17.8,24,12.6,17.8,13.2,75.7,0,0,0,,0,0,46.4,22.7,208.5,1015.3,35,9.9,283.1,24.5,9,,2021-05-06T06:42:05,2021-05-06T20:54:40,0.82,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-05-07,21.1,12.9,16.9,21.1,12.9,16.9,13.3,79.7,0,0,0,,0,0,19.1,23,125.8,1016.7,32.2,10,229.1,19.7,10,,2021-05-07T06:40:54,2021-05-07T20:55:43,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-05-08,24.8,11.8,18.8,24.8,11.8,18.8,12.7,70.3,0,0,0,,0,0,33.7,18.4,196,1017.5,41.7,10.3,303.3,26.2,9,,2021-05-08T06:39:44,2021-05-08T20:56:46,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-05-09,22.4,11.7,17.4,22.4,11.7,17.4,13.2,77.1,0,0,0,,0,0,33.6,18.9,89.5,1010,52.5,10.1,203,17.5,7,,2021-05-09T06:38:36,2021-05-09T20:57:48,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2021-05-10,21.9,15,17.7,21.9,15,17.7,13.7,79.1,2.897,100,33.33,rain,0,0,30.5,20.2,201.9,1008,43.2,10,150.5,13,7,,2021-05-10T06:37:29,2021-05-10T20:58:50,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-05-11,21,11,15.7,21,11,15.7,8.2,63.2,2.161,100,20.83,rain,0,0,46.4,27,291.1,1012.2,43,10.5,275.2,23.9,9,,2021-05-11T06:36:23,2021-05-11T20:59:52,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
cerdanyola del valles,2021-05-12,23.5,7.6,15.9,23.5,6.7,15.8,7.2,60.2,0,0,0,,0,0,45.8,34.1,262.1,1014.2,26.7,10.5,220,19.1,10,,2021-05-12T06:35:19,2021-05-12T21:00:53,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,08186099999,LEGE,08180099999,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
