name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
cerdanyola del valles,2022-06-01,27.9,15.1,22.3,28.2,15.1,22.4,15.5,68.2,0,0,0,,0,0,36.4,24,131.1,1014.6,2.5,10.1,324.1,27.9,9,10,2022-06-01T06:20:10,2022-06-01T21:18:48,0.06,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-02,26.9,15.1,21.1,27.3,15.1,21.2,15,69.6,0,0,0,,0,0,98.3,23.8,140.9,1013.7,6.2,10.3,300.4,26,9,10,2022-06-02T06:19:44,2022-06-02T21:19:32,0.1,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-03,28.9,19,22.7,28.5,19,22.8,16.5,69.4,0,0,0,,0,0,43.6,23.9,129.9,1013.4,7.1,10.1,296.1,25.6,9,10,2022-06-03T06:19:20,2022-06-03T21:20:15,0.13,Clear,Clear conditions throughout the day.,clear-day,"D4982,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-04,31.8,19,23.2,30.8,19,23.1,17.1,71.5,0,0,0,,0,0,37.8,22.1,124.3,1014.1,17.2,8.6,302.3,26.2,9,10,2022-06-04T06:18:57,2022-06-04T21:20:56,0.16,Clear,Clear conditions throughout the day.,clear-day,"C8593,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-05,28,19,23.4,28.6,19,23.6,16.5,66.9,0,0,0,,0,0,96.5,23.9,120,1017.1,13.9,10.3,322.2,27.8,9,10,2022-06-05T06:18:37,2022-06-05T21:21:37,0.2,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-06,28.9,17.1,23.9,28.8,17.1,23.9,16.1,64.5,0,0,0,,0,0,48.2,22.3,183.9,1018.6,15.5,10.3,310,26.7,9,10,2022-06-06T06:18:19,2022-06-06T21:22:16,0.23,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-07,28.9,18.1,23.5,28.6,18.1,23.5,15.4,61.7,0,0,0,,0,0,49.3,25.7,164,1017.3,15.2,10.4,325.9,28.1,9,10,2022-06-07T06:18:02,2022-06-07T21:22:53,0.25,Clear,Clear conditions throughout the day.,clear-day,"D4982,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-08,28.9,18.1,22.3,29.4,18.1,22.4,16.1,68.4,0.098,100,4.17,rain,0,0,42.5,25.7,122.2,1014,27.6,9.8,192,16.6,8,10,2022-06-08T06:17:48,2022-06-08T21:23:29,0.3,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"D4982,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-09,25,16.1,21.2,25,16.1,21.2,15.5,70.5,0,0,0,rain,0,0,48.6,24.1,141.2,1016.9,34.2,10.4,214.3,18.3,8,10,2022-06-09T06:17:36,2022-06-09T21:24:03,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D1298,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-10,29.9,17,23.5,30.8,17,23.8,16.9,68.3,0,0,0,,0,0,37.1,18.3,134.6,1019.2,1.6,10.3,309.3,26.6,9,10,2022-06-10T06:17:26,2022-06-10T21:24:36,0.36,Clear,Clear conditions throughout the day.,clear-day,"D4982,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-11,30.9,17.1,24.5,30.3,17.1,24.5,15.5,60.1,0,0,0,,0,0,41.4,22.3,120.8,1020.4,0.2,10.4,327.9,28.3,9,10,2022-06-11T06:17:18,2022-06-11T21:25:07,0.4,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-12,32.9,19.1,26.9,31.9,19.1,26.5,13.7,47,0,0,0,,0,0,37.4,24,148,1020.2,0.4,10.4,302.3,26,9,10,2022-06-12T06:17:12,2022-06-12T21:25:37,0.43,Clear,Clear conditions throughout the day.,clear-day,"D1298,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-13,33.9,18.1,27,32.2,18.1,26.3,11.3,40,0,0,0,,0,0,36.7,18.5,174.5,1018.1,1.4,10.5,312.5,26.8,9,10,2022-06-13T06:17:08,2022-06-13T21:26:05,0.46,Clear,Clear conditions throughout the day.,clear-day,"D1298,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-14,31,18.1,25.4,29.6,18.1,25.1,11,41.7,0.451,100,4.17,rain,0,0,35.6,18.4,148.2,1016.4,17.7,10.5,228.7,19.6,9,10,2022-06-14T06:17:06,2022-06-14T21:26:31,0.5,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-15,35.8,24,28.1,34.6,24,28.2,14.8,46.1,0,0,0,,0,0,40.7,27.5,142.6,1016.7,19.4,10.1,263.4,22.9,9,10,2022-06-15T06:17:06,2022-06-15T21:26:55,0.53,Clear,Clear conditions throughout the day.,clear-day,"C8593,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-16,34.9,19.1,27.9,34.7,19.1,27.6,14.9,49.6,0,0,0,,0,0,34.9,20.4,130.4,1018.1,0.9,10.5,310.7,26.8,9,10,2022-06-16T06:17:08,2022-06-16T21:27:18,0.57,Clear,Clear conditions throughout the day.,clear-day,"D1298,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-17,35,21.1,29.3,34.7,21.1,28.8,12,34.9,0,0,0,,0,0,42.1,22.1,137.1,1018.7,1.5,10.4,303.3,26.3,9,10,2022-06-17T06:17:12,2022-06-17T21:27:39,0.6,Clear,Clear conditions throughout the day.,clear-day,"D1298,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-18,32,21.1,26.4,32.4,21.1,26.6,15.8,53.5,0,0,0,,0,0,44.6,23.8,129.8,1017,1.2,10.4,301.1,25.8,8,10,2022-06-18T06:17:18,2022-06-18T21:27:57,0.63,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-19,30,19.1,25.2,31.9,19.1,26,19.3,71.1,0,0,0,,0,0,46.1,25.9,115.3,1012.6,12.3,10.3,299.8,25.8,9,15,2022-06-19T06:17:25,2022-06-19T21:28:14,0.67,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-20,30,21.1,25.7,32.5,21.1,26.5,19.3,68.4,0,0,0,,0,0,42.1,18.4,110,1011.4,22.1,9.1,205.4,17.5,7,15,2022-06-20T06:17:35,2022-06-20T21:28:30,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-21,32.9,21.1,26,32.6,21.1,26.3,18,63.3,0.18,100,4.17,rain,0,0,65.2,27.4,183.3,1011.1,27.7,9.9,175.5,15.1,8,15,2022-06-21T06:17:47,2022-06-21T21:28:43,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-22,28,19.1,23.6,30.1,19.1,24.1,19.5,78.5,4.789,100,16.67,rain,0,0,44.6,20.7,140.4,1010.5,44.2,9.1,175,14.9,7,30,2022-06-22T06:18:01,2022-06-22T21:28:54,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-23,29.9,19.1,25.2,30.4,19.1,25.3,17,64,0,0,0,,0,0,46.4,22.5,194.2,1011.4,33.2,10,291,25.2,10,10,2022-06-23T06:18:16,2022-06-23T21:29:03,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-24,31.9,18.1,24.7,30.2,18.1,24.3,13.7,54.7,0,0,0,,0,0,50.8,26,218.9,1012.4,4.7,10.3,306,26.5,10,30,2022-06-24T06:18:33,2022-06-24T21:29:11,0.84,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-25,29,19,24.3,29.5,19,24.5,16.8,64.7,0,0,0,,0,0,39.6,23.9,114.7,1012.3,14,10.4,312,26.9,9,10,2022-06-25T06:18:52,2022-06-25T21:29:16,0.87,Clear,Clear conditions throughout the day.,clear-day,"D1298,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-26,28,20.1,24.1,28.9,20.1,24.4,18.3,70.8,0,0,0,,0,0,46.4,22.5,120.8,1010.7,17.3,10.3,251.8,21.6,9,30,2022-06-26T06:19:13,2022-06-26T21:29:19,0.91,Clear,Clear conditions throughout the day.,clear-day,"D1298,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-27,28,20.1,24,29.6,20.1,24.2,18.3,72.2,0.293,100,4.17,rain,0,0,88.9,18.4,187.3,1014.1,56.2,10.1,146.3,12.8,6,10,2022-06-27T06:19:36,2022-06-27T21:29:20,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C8593,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-28,32.9,19.1,25,31.1,19.1,24.6,13.4,52.4,0,0,0,rain,0,0,52.6,24.3,253,1015.9,10.1,10.5,326.6,28.3,9,10,2022-06-28T06:20:00,2022-06-28T21:29:20,0.98,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-29,30.9,17.1,24.3,31.8,17.1,24.5,15.8,60.7,0,0,0,,0,0,47.9,22.3,186.8,1014.3,2.4,10.4,328.5,28.5,9,10,2022-06-29T06:20:26,2022-06-29T21:29:17,0,Clear,Clear conditions throughout the day.,clear-day,"C8593,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-06-30,30,20,25,30.4,20,24.9,16.8,63.5,0,0,0,rain,0,0,43.2,22.4,148.5,1012.3,3.8,10.4,294.7,25.1,9,10,2022-06-30T06:20:54,2022-06-30T21:29:12,0.04,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-01,27,20.1,23.3,27.5,20.1,23.3,14.6,59.3,0,0,0,rain,0,0,40.7,27.6,130.3,1017.3,28.5,10.5,239.7,20.8,9,10,2022-07-01T06:21:23,2022-07-01T21:29:05,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-02,28,17.1,23.3,28.3,17.1,23.3,14.2,59,0,0,0,,0,0,39.6,20.4,123.6,1019.3,0.1,10.5,294.3,25.3,8,10,2022-07-02T06:21:54,2022-07-02T21:28:56,0.11,Clear,Clear conditions throughout the day.,clear-day,"D1298,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-03,30,18.1,25.3,29.7,18.1,25,12.4,46.7,0,0,0,,0,0,37.1,20.4,123.1,1017.9,3.1,10.5,281.6,24.4,9,10,2022-07-03T06:22:26,2022-07-03T21:28:44,0.15,Clear,Clear conditions throughout the day.,clear-day,"D1298,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-04,32,20.1,26.4,30.7,20.1,26.1,13.3,46.6,0,0,0,,0,0,42.1,25.6,126.6,1016.8,0.2,10.5,308.4,26.5,9,10,2022-07-04T06:23:00,2022-07-04T21:28:31,0.18,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-05,32,20.1,26.2,32.4,20.1,26.3,16.8,58.4,0.541,100,4.17,rain,0,0,44.3,24.1,143.9,1018.8,4.6,10.4,281.1,24.2,8,15,2022-07-05T06:23:35,2022-07-05T21:28:16,0.21,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-06,30,21.1,24.8,30,21.1,25,18.1,68.2,1.921,100,25,rain,0,0,45.4,29.5,295.2,1019.6,33,10.4,111.5,9.6,5,10,2022-07-06T06:24:12,2022-07-06T21:27:58,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D1298,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-07,31,20.1,25.6,31.3,20.1,25.6,16.1,57.7,0,0,0,,0,0,38.2,22.4,197.7,1020.5,19.1,10.5,293.3,25.4,9,10,2022-07-07T06:24:50,2022-07-07T21:27:39,0.25,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-08,31,18.1,25.3,30.8,18.1,25.4,16.1,58.8,0,0,0,,0,0,41.4,22.2,163,1021.4,3.6,10.5,311.1,26.9,9,10,2022-07-08T06:25:29,2022-07-08T21:27:17,0.32,Clear,Clear conditions throughout the day.,clear-day,"D1298,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-09,31,18.1,25.3,31.4,18.1,25.6,16.5,59.6,0,0,0,,0,0,49.7,25.7,130.1,1021.4,2.3,10.5,316.5,27.1,9,10,2022-07-09T06:26:10,2022-07-09T21:26:54,0.35,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-10,32.9,19.1,26.8,31.9,19.1,26.6,14.9,50.8,0,0,0,,0,0,48.6,24.1,159.2,1017.8,0.1,10.5,315.3,27.3,9,10,2022-07-10T06:26:52,2022-07-10T21:26:28,0.39,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-11,30,21,26.1,29.5,21,26,15.8,55.1,0,0,0,,0,0,42.5,24,127.3,1016.3,0.1,10.5,312,27,9,10,2022-07-11T06:27:35,2022-07-11T21:26:00,0.42,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-12,30.9,19.1,26.3,33,19.1,27.4,18.1,61.3,0,0,0,,0,0,38.9,22.2,119.6,1018.9,0,10.5,306.3,26.3,9,10,2022-07-12T06:28:19,2022-07-12T21:25:30,0.45,Clear,Clear conditions throughout the day.,clear-day,"D1298,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-13,32.9,21.1,27.3,33.5,21.1,27.8,17.5,57,0,0,0,,0,0,48.2,23.9,133.8,1020.1,0,10.4,308.9,26.7,9,10,2022-07-13T06:29:04,2022-07-13T21:24:59,0.5,Clear,Clear conditions throughout the day.,clear-day,"D1298,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-14,32.9,19.1,27.4,34,19.1,27.4,16.5,56,0,0,0,,0,0,42.1,22.1,154.9,1019.5,0,10.5,307.7,26.5,9,10,2022-07-14T06:29:51,2022-07-14T21:24:25,0.52,Clear,Clear conditions throughout the day.,clear-day,"D1298,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-15,35.9,21.1,29.4,35.7,21.1,29.3,14.8,43.2,0,0,0,,0,0,46.4,24.1,147.5,1016.3,1.2,10.5,302,25.9,9,10,2022-07-15T06:30:38,2022-07-15T21:23:49,0.55,Clear,Clear conditions throughout the day.,clear-day,"D4982,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-16,34,21.1,28.2,33.3,21.1,27.9,13.7,42,0,0,0,,0,0,44.6,23.8,124,1016.7,0,10.5,296.4,25.7,8,10,2022-07-16T06:31:27,2022-07-16T21:23:11,0.59,Clear,Clear conditions throughout the day.,clear-day,"D4982,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-17,33,21.1,27.6,31.7,21.1,27.1,13.2,42.6,0,0,0,,0,0,44.6,24,137.6,1018.4,9.4,10.5,299.4,25.9,9,10,2022-07-17T06:32:16,2022-07-17T21:22:31,0.62,Clear,Clear conditions throughout the day.,clear-day,"C8593,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-18,31.9,20.1,26.3,33.7,20.1,26.9,16.3,55.3,0,0,0,,0,0,37.4,22.1,127.4,1018.5,0.1,10.4,292,25.4,8,10,2022-07-18T06:33:06,2022-07-18T21:21:50,0.65,Clear,Clear conditions throughout the day.,clear-day,"D4982,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-19,32,20.1,26.9,34.9,20.1,28.1,20.4,70,0,0,0,,0,0,40.3,25.3,123.2,1016.9,2.8,9.5,295.4,25.5,8,5,2022-07-19T06:33:57,2022-07-19T21:21:06,0.69,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-20,31,20.1,26.2,33.8,20.1,27.3,18.3,62.6,0,0,0,,0,0,45,24.2,127.1,1018.5,5.8,10.3,286.4,24.8,9,8,2022-07-20T06:34:49,2022-07-20T21:20:21,0.75,Clear,Clear conditions throughout the day.,clear-day,"D4982,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-21,33.9,20.1,27.4,35.7,20.1,28.1,18.9,62.6,0,0,0,,0,0,45,24.3,188.1,1019,0,10.3,290.5,25.1,8,10,2022-07-21T06:35:42,2022-07-21T21:19:34,0.76,Clear,Clear conditions throughout the day.,clear-day,"D4982,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-22,35.9,21.1,29,37.4,21.1,29.5,18.5,57.2,0,0,0,,0,0,48.6,22.5,197.1,1016.4,0.3,10.4,295.1,25.5,9,10,2022-07-22T06:36:35,2022-07-22T21:18:44,0.79,Clear,Clear conditions throughout the day.,clear-day,"D4982,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-23,30,21.1,26.5,34.2,21.1,28.1,19.6,66.2,0,0,0,,0,0,40.7,24,137.9,1018.1,19.4,10.4,213.3,18.6,10,8,2022-07-23T06:37:29,2022-07-23T21:17:54,0.82,Clear,Clear conditions throughout the day.,clear-day,"D4982,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-24,35.9,21.1,28.8,37.4,21.1,29.5,19.1,61.7,0,0,0,,0,0,50.8,20.6,190.7,1017,9.5,10.2,294.2,25.5,8,15,2022-07-24T06:38:24,2022-07-24T21:17:01,0.86,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-25,31,21.1,26.6,34.6,21.1,28,18.5,61.6,0.01,100,4.17,rain,0,0,85.3,25.9,129.2,1015.5,18.8,10.4,236.2,20.3,8,30,2022-07-25T06:39:19,2022-07-25T21:16:06,0.89,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-26,31,23.1,26.9,33.3,23.1,27.9,19.6,65.9,0,0,0,rain,0,0,47.9,27.6,191.6,1015.1,25.7,10.3,214.6,18.5,10,30,2022-07-26T06:40:15,2022-07-26T21:15:10,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-27,29,24,26.5,31.4,24,27.3,20.2,68.8,0.903,100,8.33,rain,0,0,43.9,23.8,167.3,1013.8,46,10.3,125.5,10.6,5,60,2022-07-27T06:41:12,2022-07-27T21:14:12,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D4982,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-28,30,22.1,26.2,32,22.1,27,20.3,71.2,0.196,100,4.17,rain,0,0,38.9,20.3,190.8,1013.1,40.2,10.2,160.5,14,8,60,2022-07-28T06:42:08,2022-07-28T21:13:13,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D4982,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-29,31,21.1,25.5,34.5,21.1,26.2,20.5,75.1,0,0,0,rain,0,0,48.2,24.3,94.6,1015.5,42.7,10.3,106.3,9.3,4,60,2022-07-29T06:43:06,2022-07-29T21:12:11,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-30,31,22.1,25.9,32.4,22.1,26.4,19.3,68.8,0,0,0,,0,0,39.2,20.6,179.9,1018.4,50.9,10.5,230.3,19.7,10,10,2022-07-30T06:44:04,2022-07-30T21:11:08,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-07-31,33,22.1,27.8,34,22.1,28.2,18.3,59,0,0,0,,0,0,43.2,24,161.5,1018.2,23.7,10.5,291.3,25.2,8,10,2022-07-31T06:45:02,2022-07-31T21:10:04,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-08-01,35,23,28.8,35.2,23,28.9,17.2,52.7,0,0,0,,0,0,43.9,24.8,192.2,1016.5,0.3,10.5,293.7,25.6,9,10,2022-08-01T06:46:00,2022-08-01T21:08:58,0.13,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-08-02,35.9,25,30.3,36.8,25,30.8,17.5,48,0,0,0,,0,0,180,25.9,172.7,1015.5,2.8,10.5,288.3,24.9,9,10,2022-08-02T06:46:59,2022-08-02T21:07:50,0.16,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-08-03,34.9,23,29.5,36.3,23,29.9,17.1,49.1,0,0,0,,0,0,47.9,24,195.5,1014.1,0.1,10.5,290.1,25.2,8,10,2022-08-03T06:47:58,2022-08-03T21:06:41,0.2,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-08-04,34.9,22.1,29.2,35.2,22.1,29.6,17.5,51.8,0,0,0,,0,0,43.9,20.6,182.7,1014.6,0.1,10.5,287.6,24.8,8,10,2022-08-04T06:48:58,2022-08-04T21:05:31,0.23,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-08-05,34,21.1,26.4,38.3,21.1,27.3,18.9,65.5,13.609,100,8.33,rain,0,0,40.7,25.9,201.1,1015.7,21,10.4,225.5,19.5,9,60,2022-08-05T06:49:58,2022-08-05T21:04:19,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-08-06,34.9,19.1,27.2,35.8,19.1,28,18,60.1,0,0,0,,0,0,42.8,22.3,178,1016.5,6,10.5,273.5,23.8,9,30,2022-08-06T06:50:57,2022-08-06T21:03:06,0.3,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-08-07,33,22.1,27.6,41.7,22.1,28.2,16.7,53,0.01,100,4.17,rain,0,0,42.8,20.4,158.1,1015.6,11.6,10.4,235.1,20.5,8,10,2022-08-07T06:51:58,2022-08-07T21:01:51,0.34,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"C8593,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-08-08,32,20.1,26.7,32.4,20.1,26.9,16.7,56.7,0,0,0,,0,0,41,22.2,122.9,1016.1,0.3,10.5,286,24.6,8,10,2022-08-08T06:52:58,2022-08-08T21:00:35,0.37,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-08-09,33,21.1,27.7,33.8,21.1,28.3,18.1,58.2,0,0,0,,0,0,39.6,20.4,136.6,1017.4,5.5,10.3,282.8,24.5,8,10,2022-08-09T06:53:58,2022-08-09T20:59:17,0.41,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-08-10,35.9,21.1,29,43.7,21.1,29.9,16.6,49.1,0,0,0,,0,0,45.7,24.1,194.8,1016.3,9.6,10.3,284.5,24.5,8,30,2022-08-10T06:54:59,2022-08-10T20:57:59,0.44,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-08-11,34,22,28.6,37.3,22,28.8,16.8,51.2,0,0,0,,0,0,41.8,25.6,171,1015.5,1.4,10.5,276.9,24,8,10,2022-08-11T06:56:00,2022-08-11T20:56:39,0.48,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-08-12,39.8,23.1,30.1,43.3,23.1,31.7,19.2,54.8,0.078,100,8.33,rain,0,0,43.2,24.4,217.3,1013,5.8,10.5,273.4,23.5,8,75,2022-08-12T06:57:01,2022-08-12T20:55:18,0.5,Rain,Clear conditions throughout the day with rain.,rain,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-08-13,34,23.1,28.6,38.1,23.1,30.8,21.1,64.8,0.049,100,4.17,rain,0,0,47.9,25.6,128.6,1011.2,9.6,10.3,220.9,19.2,7,30,2022-08-13T06:58:01,2022-08-13T20:53:56,0.54,Rain,Clear conditions throughout the day with afternoon rain.,rain,"C8593,AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-08-14,37.9,24,29.5,37.3,24,30,17.8,54.9,2.727,100,8.33,rain,0,0,288,31.6,257,1008.4,13,10,224.3,19.3,8,75,2022-08-14T06:59:02,2022-08-14T20:52:32,0.58,Rain,Clear conditions throughout the day with rain.,rain,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-08-15,31,21.1,26.3,31,21.1,26.7,18.4,62.9,0,0,0,,0,0,47.2,24,122.2,1008.3,15.6,10.5,281,24.3,9,30,2022-08-15T07:00:04,2022-08-15T20:51:08,0.61,Clear,Clear conditions throughout the day.,clear-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-08-16,31,20.1,25.7,33.8,20.1,26.8,20,71.9,0,0,0,,0,0,36.4,18.3,122,1008.6,21,10,156.7,13.4,8,75,2022-08-16T07:01:05,2022-08-16T20:49:42,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"AR110,08184099999,LELL,08181099999,08176399999"
cerdanyola del valles,2022-08-17,32,19,24.8,32,19,25.1,18.9,71.7,38.24,100,8.33,rain,0,0,43.6,25.7,78.7,1008.3,57.8,9.1,178.2,15.4,9,75,2022-08-17T07:02:06,2022-08-17T20:48:15,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"AR110,08184099999,LELL,08181099999,08176399999"
