tempC,Q-Enginyeria (Cos Central) [kWh] [Q-Enginyeria],date,WindGustKmph,windspeedMiles,winddirDegree,visibility,cloudcover,time,weatherCode,DewPointC,HeatIndexC,precipMM,pressure,humidity,FeelsLikeC,WindChillC,Q-Enginyeria (Química) [kWh] [Q-Enginyeria],Q-Enginyeria (Espina 4) [kWh] [Q-Enginyeria],windspeedKmph,uvIndex
0,110.69,2022-03-23,25,6,176,10,5,10.0,113,-7,0,0.0,1028,73,-3,-3,158.84,6.79,9,2
2,110.69,2022-03-23,26,6,175,10,6,11.0,113,-6,2,0.0,1027,70,-1,-1,158.84,6.79,9,2
3,110.69,2022-03-23,26,6,175,10,6,12.0,113,-5,3,0.0,1026,67,0,0,158.84,6.79,9,2
4,110.69,2022-03-23,25,6,174,10,7,13.0,113,-4,4,0.0,1026,67,2,2,158.84,6.79,9,2
5,110.69,2022-03-23,24,6,174,10,8,14.0,113,-2,5,0.0,1025,67,3,3,158.84,6.79,9,3
6,110.69,2022-03-23,23,6,173,10,9,15.0,113,0,6,0.0,1025,67,4,4,158.84,6.79,9,3
5,110.69,2022-03-23,22,5,172,10,11,16.0,113,0,5,0.0,1025,71,3,3,158.84,6.79,8,3
5,110.69,2022-03-23,21,4,172,10,13,17.0,113,1,5,0.0,1026,76,3,3,158.84,6.79,7,2
4,110.69,2022-03-23,19,4,172,10,14,18.0,113,1,4,0.0,1026,81,3,3,158.84,6.79,6,1
2,110.69,2022-03-23,15,3,165,10,13,19.0,113,0,2,0.0,1027,84,1,1,158.84,6.79,4,1
1,110.69,2022-03-23,14,1,159,10,11,20.0,113,-1,1,0.0,1029,87,1,1,158.84,6.79,2,1
1,110.69,2022-03-23,14,0,152,10,10,21.0,113,-3,1,0.0,1030,90,1,1,158.84,6.79,0,1
0,110.69,2022-03-23,14,0,213,10,8,22.0,113,-5,0,0.0,1031,80,0,0,158.84,6.79,0,1
-1,110.69,2022-03-23,14,0,273,10,6,23.0,113,-7,-1,0.0,1031,71,-1,-1,158.84,6.79,1,1
-1,110.69,2022-03-24,14,0,334,10,5,0.0,113,-9,-1,0.0,1032,62,-1,-1,158.84,6.79,1,1
-2,110.69,2022-03-24,14,1,331,10,4,1.0,113,-10,-2,0.0,1031,60,-2,-2,158.84,6.79,1,1
-2,110.69,2022-03-24,13,1,328,10,4,2.0,113,-11,-2,0.0,1031,57,-2,-2,158.84,6.79,1,1
-2,110.69,2022-03-24,13,1,326,10,3,3.0,113,-12,-2,0.0,1031,55,-2,-2,158.84,6.79,1,1
-2,110.69,2022-03-24,12,1,319,10,4,4.0,113,-12,-2,0.0,1031,56,-2,-2,158.84,6.79,1,1
-2,110.69,2022-03-24,12,1,313,10,5,5.0,113,-12,-2,0.0,1031,57,-2,-2,158.84,6.79,1,1
-2,110.69,2022-03-24,11,0,307,10,7,6.0,113,-12,-2,0.0,1031,58,-2,-2,158.84,6.79,1,2
-1,110.69,2022-03-24,12,2,266,10,7,7.0,113,-9,-1,0.0,1030,60,-1,-1,158.84,6.79,3,2
0,110.69,2022-03-24,14,3,226,10,8,8.0,113,-7,0,0.0,1028,61,-2,-2,158.84,6.79,4,2
3,110.69,2022-03-24,15,4,185,10,8,9.0,113,-4,3,0.0,1027,63,2,2,158.84,6.79,6,2
5,110.69,2022-03-24,17,4,185,10,8,10.0,113,-4,5,0.0,1026,62,3,3,158.84,6.79,7,2
6,110.69,2022-03-24,20,5,184,10,8,11.0,113,-4,6,0.0,1026,61,4,4,158.84,6.79,7,3
6,110.69,2022-03-24,21,5,184,10,8,12.0,113,-1,6,0.0,1025,60,5,5,158.84,6.79,8,3
7,110.69,2022-03-24,22,5,182,10,10,13.0,113,0,7,0.0,1024,59,6,6,158.84,6.79,8,3
7,110.69,2022-03-24,20,5,181,10,13,14.0,113,-1,7,0.0,1024,59,5,5,158.84,6.79,7,3
8,110.69,2022-03-24,18,4,180,10,15,15.0,113,1,8,0.0,1023,58,7,7,158.84,6.79,7,3
7,110.69,2022-03-24,17,4,178,10,18,16.0,113,1,7,0.0,1023,65,6,6,158.84,6.79,7,3
7,110.69,2022-03-24,16,4,176,10,88,17.0,176,2,7,0.1,1023,72,5,5,158.84,6.79,7,2
6,110.69,2022-03-24,16,4,173,10,71,18.0,176,2,6,0.1,1024,78,4,4,158.84,6.79,6,1
4,110.69,2022-03-24,14,3,192,10,74,19.0,176,1,4,0.1,1025,81,3,3,158.84,6.79,5,1
3,110.69,2022-03-24,12,2,212,10,78,20.0,299,1,3,0.7,1027,84,3,3,158.84,6.79,3,1
2,110.69,2022-03-24,12,1,231,10,72,21.0,176,0,2,0.2,1028,87,2,2,158.84,6.79,1,1
2,110.69,2022-03-24,12,1,206,7,71,22.0,176,1,2,0.2,1028,90,2,2,158.84,6.79,1,1
2,110.69,2022-03-24,12,1,182,5,53,23.0,176,1,2,0.1,1027,93,2,2,158.84,6.79,1,1
2,110.69,2022-03-25,12,1,158,2,68,0.0,119,1,2,0.0,1027,96,2,2,158.84,6.79,1,1
2,110.69,2022-03-25,14,1,162,2,61,1.0,119,1,2,0.0,1026,96,2,2,158.84,6.79,2,1
2,110.69,2022-03-25,13,1,165,2,54,2.0,116,1,2,0.0,1026,96,2,2,158.84,6.79,2,1
2,110.69,2022-03-25,13,2,169,2,47,3.0,116,0,2,0.0,1025,95,2,2,158.84,6.79,3,1
1,110.69,2022-03-25,12,1,169,5,36,4.0,116,-1,1,0.0,1025,94,1,1,158.84,6.79,2,1
1,110.69,2022-03-25,11,1,168,7,26,5.0,116,-1,1,0.0,1025,92,1,1,158.84,6.79,2,1
0,110.69,2022-03-25,10,1,168,10,15,6.0,113,-2,0,0.0,1025,91,0,0,158.84,6.79,1,2
1,110.69,2022-03-25,10,1,157,10,13,7.0,113,-3,1,0.0,1024,78,1,1,158.84,6.79,2,2
2,110.69,2022-03-25,13,2,145,10,12,8.0,113,-3,2,0.0,1023,65,2,2,158.84,6.79,3,2
3,110.69,2022-03-25,15,2,134,10,10,9.0,113,-3,3,0.0,1023,52,3,3,158.84,6.79,4,2
5,110.69,2022-03-25,17,3,150,10,9,10.0,113,-3,5,0.0,1022,50,4,4,158.84,6.79,5,3
7,110.69,2022-03-25,20,4,166,10,8,11.0,113,-2,7,0.0,1021,48,6,6,158.84,6.79,7,3
8,110.69,2022-03-25,21,5,182,10,7,12.0,113,-2,8,0.0,1021,46,7,7,158.84,6.79,9,3
9,110.69,2022-03-25,22,4,182,10,8,13.0,113,-1,9,0.0,1020,47,8,8,158.84,6.79,7,3
10,110.69,2022-03-25,21,4,182,10,9,14.0,113,-1,10,0.0,1019,48,9,9,158.84,6.79,6,3
10,110.69,2022-03-25,20,3,182,10,10,15.0,113,-1,10,0.0,1018,48,9,9,158.84,6.79,4,3
9,110.69,2022-03-25,19,3,167,10,9,16.0,113,0,9,0.0,1018,55,9,9,158.84,6.79,4,3
8,110.69,2022-03-25,18,3,151,10,8,17.0,113,1,8,0.0,1018,61,8,8,158.84,6.79,4,3
8,110.69,2022-03-25,16,3,135,10,7,18.0,113,2,8,0.0,1018,67,7,7,158.84,6.79,4,1
6,110.69,2022-03-25,13,2,118,10,7,19.0,113,1,6,0.0,1020,71,5,5,158.84,6.79,4,1
5,110.69,2022-03-25,13,2,100,10,8,20.0,113,1,5,0.0,1021,75,5,5,158.84,6.79,4,1
4,110.69,2022-03-25,13,2,83,10,8,21.0,113,0,4,0.0,1023,79,4,4,158.84,6.79,3,1
4,110.69,2022-03-25,14,2,110,10,7,22.0,113,-1,4,0.0,1023,73,3,3,158.84,6.79,3,1
3,110.69,2022-03-25,14,2,138,10,6,23.0,113,-4,3,0.0,1024,66,3,3,158.84,6.79,3,1
3,110.69,2022-03-26,14,2,165,10,5,0.0,113,-6,3,0.0,1024,59,3,3,158.84,6.79,3,1
3,110.69,2022-03-26,14,1,146,10,6,1.0,113,-7,3,0.0,1024,55,3,3,158.84,6.79,2,1
2,110.69,2022-03-26,13,1,128,10,7,2.0,113,-8,2,0.0,1024,50,2,2,158.84,6.79,2,1
2,110.69,2022-03-26,12,0,109,10,8,3.0,113,-10,2,0.0,1023,46,2,2,158.84,6.79,1,1
2,110.69,2022-03-26,13,1,90,10,29,4.0,116,-10,2,0.0,1023,48,2,2,158.84,6.79,1,1
1,110.69,2022-03-26,13,1,71,10,51,5.0,116,-11,1,0.0,1022,50,1,1,158.84,6.79,2,1
0,110.69,2022-03-26,14,2,53,10,72,6.0,119,-11,0,0.0,1022,52,0,0,158.84,6.79,3,1
0,110.69,2022-03-26,15,2,64,10,66,7.0,119,-10,0,0.0,1021,52,-1,-1,158.84,6.79,4,1
1,110.69,2022-03-26,16,3,75,10,60,8.0,119,-9,1,0.0,1021,52,0,0,158.84,6.79,5,1
3,110.69,2022-03-26,19,4,86,10,54,9.0,116,-8,3,0.0,1020,52,2,2,158.84,6.79,6,2
5,110.69,2022-03-26,20,4,95,10,58,10.0,116,-7,5,0.0,1020,48,4,4,158.84,6.79,6,3
7,110.69,2022-03-26,22,4,103,10,62,11.0,119,-6,7,0.0,1019,44,6,6,158.84,6.79,6,2
8,110.69,2022-03-26,22,4,112,10,67,12.0,119,-5,8,0.0,1019,40,7,7,158.84,6.79,6,2
8,110.69,2022-03-26,23,4,111,10,60,13.0,116,-4,8,0.0,1018,41,7,7,158.84,6.79,6,3
9,110.69,2022-03-26,24,4,109,10,53,14.0,116,-3,9,0.0,1018,42,8,8,158.84,6.79,7,3
9,110.69,2022-03-26,24,4,108,10,47,15.0,116,-3,9,0.0,1018,43,8,8,158.84,6.79,7,3
8,110.69,2022-03-26,24,5,97,10,46,16.0,116,-2,8,0.0,1019,49,7,7,158.84,6.79,8,3
7,110.69,2022-03-26,22,6,86,10,46,17.0,116,-2,7,0.0,1020,55,5,5,158.84,6.79,9,3
6,110.69,2022-03-26,21,6,75,10,45,18.0,116,-1,6,0.0,1021,61,4,4,158.84,6.79,10,1
5,110.69,2022-03-26,18,5,68,10,46,19.0,116,-2,5,0.0,1022,63,2,2,158.84,6.79,8,1
3,110.69,2022-03-26,18,4,62,10,75,20.0,176,-3,3,0.2,1024,66,1,1,158.84,6.79,7,1
3,110.69,2022-03-26,18,4,56,10,47,21.0,116,-2,3,0.0,1025,68,1,1,158.84,6.79,6,1
2,110.69,2022-03-26,17,3,74,10,65,22.0,119,-2,2,0.0,1025,78,0,0,158.84,6.79,5,1
2,110.69,2022-03-26,16,3,93,9,82,23.0,119,0,2,0.0,1025,88,1,1,158.84,6.79,4,1
3,110.69,2022-03-27,15,2,111,9,100,0.0,122,3,3,0.0,1025,98,2,2,158.84,6.79,4,1
3,110.69,2022-03-27,15,3,130,6,100,1.0,122,2,3,0.0,1025,98,2,2,158.84,6.79,4,1
3,110.69,2022-03-27,14,3,150,3,100,2.0,122,2,3,0.0,1024,98,2,2,158.84,6.79,5,1
2,110.69,2022-03-27,14,3,169,0,100,3.0,122,2,2,0.0,1024,98,1,1,158.84,6.79,5,1
2,110.69,2022-03-27,14,3,162,1,91,4.0,122,2,2,0.0,1024,97,1,1,158.84,6.79,5,1
3,110.69,2022-03-27,14,3,154,1,82,5.0,119,2,3,0.0,1025,95,2,2,158.84,6.79,5,1
3,110.69,2022-03-27,14,3,147,2,73,6.0,119,2,3,0.0,1025,94,2,2,158.84,6.79,4,1
2,110.69,2022-03-27,14,3,148,5,59,7.0,116,0,2,0.0,1025,89,1,1,158.84,6.79,4,2
3,110.69,2022-03-27,15,2,149,7,46,8.0,116,0,3,0.0,1025,85,2,2,158.84,6.79,4,2
2,110.69,2022-03-27,16,2,150,10,32,9.0,116,0,2,0.0,1026,80,2,2,158.84,6.79,4,2
4,110.69,2022-03-27,20,3,145,10,48,10.0,116,0,4,0.0,1025,74,4,4,158.84,6.79,4,2
6,110.69,2022-03-27,24,3,140,10,64,11.0,176,0,6,0.1,1025,69,5,5,158.84,6.79,5,2
6,110.69,2022-03-27,24,4,136,10,80,12.0,119,0,6,0.0,1024,63,5,5,158.84,6.79,6,2
7,110.69,2022-03-27,22,3,137,10,71,13.0,119,0,7,0.0,1024,65,7,7,158.84,6.79,6,2
9,110.69,2022-03-27,22,3,138,10,62,14.0,119,1,9,0.0,1024,67,8,8,158.84,6.79,5,2
9,110.69,2022-03-27,21,3,139,10,53,15.0,116,2,9,0.0,1024,69,9,9,158.84,6.79,5,3
9,110.69,2022-03-27,21,3,144,10,55,16.0,116,1,9,0.0,1024,70,9,9,158.84,6.79,5,3
9,110.69,2022-03-27,19,3,150,10,57,17.0,116,2,9,0.0,1024,71,8,8,158.84,6.79,5,3
8,110.69,2022-03-27,16,3,155,10,60,18.0,116,2,8,0.0,1025,73,8,8,158.84,6.79,5,1
7,110.69,2022-03-27,13,3,158,10,52,19.0,116,2,7,0.0,1026,75,7,7,158.84,6.79,5,1
6,110.69,2022-03-27,13,2,160,10,44,20.0,116,1,6,0.0,1027,78,6,6,158.84,6.79,4,1
6,110.69,2022-03-27,13,2,163,10,36,21.0,116,1,6,0.0,1028,81,6,6,158.84,6.79,3,1
5,110.69,2022-03-27,13,2,176,10,29,22.0,116,0,5,0.0,1029,80,5,5,158.84,6.79,3,1
4,110.69,2022-03-27,13,1,188,10,21,23.0,113,0,4,0.0,1029,80,4,4,158.84,6.79,2,1
4,110.69,2022-03-28,13,1,200,10,14,0.0,113,-2,4,0.0,1030,79,4,4,158.84,6.79,2,1
4,110.69,2022-03-28,14,1,188,10,11,1.0,113,-2,4,0.0,1030,77,4,4,158.84,6.79,2,1
3,110.69,2022-03-28,14,1,177,10,8,2.0,113,-3,3,0.0,1030,75,3,3,158.84,6.79,2,1
3,110.69,2022-03-28,14,2,165,10,5,3.0,113,-4,3,0.0,1029,73,3,3,158.84,6.79,3,1
3,110.69,2022-03-28,14,2,175,10,5,4.0,113,-5,3,0.0,1029,72,2,2,158.84,6.79,3,1
2,110.69,2022-03-28,14,2,184,10,4,5.0,113,-5,2,0.0,1028,72,2,2,158.84,6.79,4,1
2,110.69,2022-03-28,15,3,193,10,4,6.0,113,-6,2,0.0,1028,71,1,1,158.84,6.79,4,2
3,110.69,2022-03-28,16,4,196,10,4,7.0,113,-5,3,0.0,1027,68,1,1,158.84,6.79,6,2
4,110.69,2022-03-28,18,5,200,10,4,8.0,113,-4,4,0.0,1027,66,2,2,158.84,6.79,8,2
6,110.69,2022-03-28,22,6,203,10,4,9.0,113,-3,6,0.0,1026,63,3,3,158.84,6.79,10,3
7,110.69,2022-03-28,24,7,201,10,6,10.0,113,-3,7,0.0,1025,61,5,5,158.84,6.79,11,3
8,110.69,2022-03-28,25,7,200,10,7,11.0,113,-2,8,0.0,1024,58,6,6,158.84,6.79,11,3
9,110.69,2022-03-28,26,7,198,10,8,12.0,113,-2,9,0.0,1023,56,7,7,158.84,6.79,11,3
10,110.69,2022-03-28,26,7,195,10,8,13.0,113,0,10,0.0,1022,56,8,8,158.84,6.79,11,3
11,110.69,2022-03-28,28,7,192,10,8,14.0,113,0,11,0.0,1021,56,9,9,158.84,6.79,11,4
10,110.69,2022-03-28,30,7,190,10,8,15.0,113,2,10,0.0,1020,56,9,9,158.84,6.79,12,4
10,110.69,2022-03-28,25,7,191,10,9,16.0,113,2,10,0.0,1020,61,8,8,158.84,6.79,11,3
9,110.69,2022-03-28,24,7,192,10,9,17.0,113,3,9,0.0,1020,65,7,7,158.84,6.79,11,3
8,110.69,2022-03-28,22,7,193,10,10,18.0,113,3,8,0.0,1020,69,6,6,158.84,6.79,11,1
7,110.69,2022-03-28,21,6,199,10,22,19.0,113,2,7,0.0,1020,73,5,5,158.84,6.79,10,1
6,110.69,2022-03-28,21,5,205,10,34,20.0,116,2,6,0.0,1021,77,4,4,158.84,6.79,8,1
6,110.69,2022-03-28,20,4,212,10,46,21.0,116,1,6,0.0,1022,82,4,4,158.84,6.79,7,1
5,110.69,2022-03-28,19,4,224,10,42,22.0,116,1,5,0.0,1021,81,4,4,158.84,6.79,6,1
5,110.69,2022-03-28,18,3,236,10,38,23.0,116,0,5,0.0,1021,81,5,5,158.84,6.79,4,1
5,110.69,2022-03-29,18,2,249,10,33,0.0,116,0,5,0.0,1021,80,5,5,158.84,6.79,3,1
5,110.69,2022-03-29,19,2,239,10,55,1.0,116,0,5,0.0,1020,78,4,4,158.84,6.79,4,1
5,110.69,2022-03-29,20,3,229,10,78,2.0,119,-1,5,0.0,1019,75,4,4,158.84,6.79,5,1
5,110.69,2022-03-29,21,3,220,10,100,3.0,176,-1,5,0.1,1018,72,4,4,158.84,6.79,5,1
4,110.69,2022-03-29,20,3,226,10,82,4.0,176,-2,4,0.1,1017,72,3,3,158.84,6.79,6,1
4,110.69,2022-03-29,19,4,233,10,64,5.0,119,-2,4,0.0,1017,73,2,2,158.84,6.79,6,1
3,110.69,2022-03-29,19,4,240,10,46,6.0,116,-3,3,0.0,1017,73,2,2,158.84,6.79,6,2
4,110.69,2022-03-29,19,4,225,10,45,7.0,116,-4,4,0.0,1015,68,2,2,158.84,6.79,7,2
5,110.69,2022-03-29,17,5,210,10,43,8.0,116,-4,5,0.0,1014,63,3,3,158.84,6.79,8,2
5,110.69,2022-03-29,19,6,195,10,42,9.0,116,-1,5,0.0,1013,58,3,3,158.84,6.79,9,3
7,110.69,2022-03-29,18,6,194,10,60,10.0,116,-1,7,0.0,1012,57,5,5,158.84,6.79,9,3
8,110.69,2022-03-29,18,6,193,10,78,11.0,119,-1,8,0.0,1012,57,6,6,158.84,6.79,10,2
8,110.69,2022-03-29,18,6,192,10,96,12.0,122,0,8,0.0,1012,56,6,6,158.84,6.79,10,2
8,110.69,2022-03-29,16,6,190,10,91,13.0,122,1,8,0.0,1011,60,7,7,158.84,6.79,10,2
9,110.69,2022-03-29,19,6,188,10,87,14.0,122,2,9,0.0,1010,63,8,8,158.84,6.79,10,2
10,110.69,2022-03-29,18,6,186,10,82,15.0,119,4,10,0.0,1009,67,9,9,158.84,6.79,10,3
8,110.69,2022-03-29,18,6,187,10,80,16.0,119,4,8,0.0,1008,72,7,7,158.84,6.79,9,2
8,110.69,2022-03-29,15,5,187,10,77,17.0,176,4,8,0.1,1008,77,7,7,158.84,6.79,8,2
8,110.69,2022-03-29,13,4,188,10,75,18.0,176,5,8,0.1,1008,81,7,7,158.84,6.79,6,1
7,110.69,2022-03-29,12,3,210,10,83,19.0,176,5,7,0.2,1008,85,6,6,158.84,6.79,5,1
6,110.69,2022-03-29,15,2,233,10,92,20.0,299,4,6,0.9,1008,90,6,6,158.84,6.79,4,1
5,110.69,2022-03-29,12,1,255,10,100,21.0,299,4,5,0.5,1009,94,5,5,158.84,6.79,2,1
5,110.69,2022-03-29,10,2,170,7,100,22.0,299,4,5,0.5,1008,95,5,5,158.84,6.79,3,1
5,110.69,2022-03-29,10,3,86,3,100,23.0,176,4,5,0.3,1006,97,4,4,158.84,6.79,4,1
5,110.69,2022-03-30,6,3,1,0,100,0.0,299,5,5,0.7,1005,99,4,4,158.84,6.79,5,1
5,110.69,2022-03-30,7,4,119,1,96,1.0,176,4,5,0.3,1005,97,3,3,158.84,6.79,6,1
4,110.69,2022-03-30,8,4,237,1,92,2.0,176,4,4,0.1,1005,96,3,3,158.84,6.79,7,1
4,110.69,2022-03-30,9,5,355,2,88,3.0,122,4,4,0.0,1004,95,2,2,158.84,6.79,8,1
3,110.69,2022-03-30,14,5,355,5,81,4.0,119,3,3,0.0,1004,94,1,1,158.84,6.79,8,1
2,110.69,2022-03-30,16,5,355,7,73,5.0,119,2,2,0.0,1004,94,0,0,158.84,6.79,8,1
2,110.69,2022-03-30,17,5,355,10,66,6.0,119,1,2,0.0,1004,93,-1,-1,158.84,6.79,8,1
1,110.69,2022-03-30,18,5,356,7,77,7.0,176,0,1,0.1,1004,94,-1,-1,158.84,6.79,7,1
3,110.69,2022-03-30,19,4,358,5,89,8.0,299,2,3,0.5,1004,96,1,1,158.84,6.79,7,1
3,110.69,2022-03-30,18,4,359,2,100,9.0,299,2,3,0.7,1004,97,1,1,158.84,6.79,7,1
3,110.69,2022-03-30,17,4,357,5,98,10.0,299,1,3,0.8,1003,97,1,1,158.84,6.79,7,1
3,110.69,2022-03-30,17,4,355,7,95,11.0,299,2,3,0.9,1003,96,1,1,158.84,6.79,6,1
3,110.69,2022-03-30,18,4,353,10,93,12.0,299,2,3,0.5,1003,96,1,1,158.84,6.79,6,1
4,110.69,2022-03-30,19,4,354,10,95,13.0,299,2,4,0.6,1003,95,2,2,158.84,6.79,7,1
5,110.69,2022-03-30,19,4,355,10,98,14.0,299,3,5,0.5,1002,94,4,4,158.84,6.79,7,2
7,110.69,2022-03-30,19,5,357,10,100,15.0,176,4,7,0.3,1002,93,5,5,158.84,6.79,8,2
6,110.69,2022-03-30,19,5,356,10,92,16.0,176,3,6,0.2,1002,92,5,5,158.84,6.79,7,2
6,110.69,2022-03-30,18,5,355,10,85,17.0,176,3,6,0.1,1003,91,5,5,158.84,6.79,7,2
6,110.69,2022-03-30,16,4,354,10,77,18.0,176,3,6,0.1,1003,91,4,4,158.84,6.79,7,1
5,110.69,2022-03-30,14,4,352,10,85,19.0,119,2,5,0.0,1004,91,3,3,158.84,6.79,7,1
4,110.69,2022-03-30,15,4,351,10,92,20.0,176,2,4,0.1,1005,92,2,2,158.84,6.79,7,1
2,110.69,2022-03-30,15,4,349,10,100,21.0,122,1,2,0.0,1005,93,0,0,158.84,6.79,7,1
2,110.69,2022-03-30,15,4,351,7,100,22.0,122,1,2,0.0,1004,95,0,0,158.84,6.79,7,1
2,110.69,2022-03-30,16,5,353,5,100,23.0,122,2,2,0.0,1004,97,0,0,158.84,6.79,7,1
2,110.69,2022-03-31,16,5,354,2,100,0.0,176,2,2,0.1,1003,99,0,0,158.84,6.79,8,1
2,110.69,2022-03-31,16,4,355,2,100,1.0,176,1,2,0.2,1002,98,-1,-1,158.84,6.79,7,1
1,110.69,2022-03-31,17,4,356,2,100,2.0,176,1,1,0.4,1002,98,-1,-1,158.84,6.79,7,1
1,110.69,2022-03-31,19,4,357,2,100,3.0,329,0,1,0.5,1002,97,-1,-1,158.84,6.79,6,1
1,110.69,2022-03-31,19,4,356,3,91,4.0,176,0,1,0.3,1001,97,-1,-1,158.84,6.79,7,1
0,110.69,2022-03-31,20,5,355,4,81,5.0,311,0,0,0.2,1001,97,-2,-2,158.84,6.79,8,1
0,110.69,2022-03-31,22,5,353,5,72,6.0,311,-1,0,0.1,1001,96,-3,-3,158.84,6.79,8,1
-1,110.69,2022-03-31,23,5,351,6,76,7.0,119,-1,-1,0.0,1001,95,-4,-4,158.84,6.79,9,1
0,110.69,2022-03-31,24,5,348,6,81,8.0,119,-2,0,0.0,1000,93,-3,-3,158.84,6.79,9,1
1,110.69,2022-03-31,24,6,346,7,86,9.0,122,-2,1,0.0,1000,92,-2,-2,158.84,6.79,9,1
2,110.69,2022-03-31,25,5,341,8,85,10.0,122,-4,2,0.0,1000,89,-1,-1,158.84,6.79,9,1
3,138.83,2022-03-31,26,5,337,8,85,11.0,176,-4,3,0.1,1000,86,0,0,172.83,8.63,9,1
3,200.70,2022-03-31,30,5,333,9,84,12.0,176,-3,3,0.1,999,84,1,1,207.73,12.88,8,1
4,204.93,2022-03-31,24,6,333,9,82,13.0,299,-2,4,0.5,999,81,2,2,203.93,12.78,9,1
5,194.13,2022-03-31,24,6,333,10,81,14.0,176,-1,5,0.2,999,78,3,3,199.47,12.67,9,2
6,184.50,2022-03-31,24,6,332,10,79,15.0,176,0,6,0.2,999,76,4,4,203.67,13.28,10,2
6,182.70,2022-03-31,23,6,332,9,79,16.0,299,0,6,0.5,999,77,3,3,200.80,14.12,9,2
5,175.00,2022-03-31,22,6,332,8,79,17.0,176,0,5,0.3,999,78,3,3,190.47,13.04,9,2
4,161.57,2022-03-31,22,5,332,7,79,18.0,176,0,4,0.3,1000,80,2,2,178.33,11.62,8,1
3,148.93,2022-03-31,20,5,335,5,67,19.0,176,-1,3,0.4,1001,85,0,0,170.53,11.28,8,1
1,92.50,2022-03-31,21,4,338,4,54,20.0,176,-2,1,0.1,1002,89,-1,-1,144.13,6.71,7,1
0,49.17,2022-03-31,19,4,341,2,42,21.0,116,-3,0,0.0,1004,94,-2,-2,127.40,3.38,6,1
0,42.93,2022-03-31,18,4,339,4,45,22.0,116,-3,0,0.0,1004,94,-2,-2,123.07,2.86,6,1
0,39.03,2022-03-31,17,4,337,5,47,23.0,116,-3,0,0.0,1003,94,-2,-2,119.53,1.99,6,1
0,41.00,2022-04-01,18,4,335,7,50,0.0,116,-2,0,0.0,1003,93,-2,-2,125.47,1.96,6,1
-1,37.43,2022-04-01,22,5,339,5,59,1.0,116,-2,-1,0.0,1003,92,-4,-4,124.07,1.98,9,1
-1,36.53,2022-04-01,27,7,343,4,68,2.0,311,-3,-1,0.1,1003,90,-5,-5,120.40,2.00,11,1
-1,38.50,2022-04-01,31,8,347,2,76,3.0,311,-3,-1,0.2,1003,88,-5,-5,123.47,1.96,13,1
-2,77.87,2022-04-01,36,8,344,4,77,4.0,311,-5,-2,0.1,1005,86,-7,-7,139.33,5.19,13,1
-4,118.60,2022-04-01,39,9,342,5,77,5.0,119,-8,-4,0.0,1006,84,-9,-9,155.93,8.56,14,1
-6,129.67,2022-04-01,39,9,340,7,77,6.0,119,-10,-6,0.0,1008,82,-11,-11,155.60,9.56,14,1
-6,153.17,2022-04-01,45,10,341,8,59,7.0,116,-12,-6,0.0,1008,76,-12,-12,159.60,9.21,17,2
-6,181.47,2022-04-01,48,12,342,9,88,8.0,311,-14,-6,0.1,1008,69,-13,-13,165.60,12.21,19,1
-6,203.13,2022-04-01,53,13,343,10,23,9.0,113,-16,-6,0.0,1008,63,-14,-14,190.00,12.96,22,2
-6,208.30,2022-04-01,53,13,342,10,22,10.0,113,-16,-6,0.0,1008,59,-13,-13,195.67,12.99,21,2
-5,209.43,2022-04-01,55,13,341,9,22,11.0,113,-16,-5,0.0,1008,55,-11,-11,196.40,12.27,20,2
-4,197.67,2022-04-01,53,12,340,9,22,12.0,113,-16,-4,0.0,1008,51,-10,-10,199.53,13.28,19,2
-3,195.47,2022-04-01,59,13,337,8,41,13.0,116,-14,-3,0.0,1008,54,-9,-9,199.07,14.44,21,2
-2,187.23,2022-04-01,57,14,335,8,60,14.0,116,-12,-2,0.0,1008,56,-8,-8,187.33,13.31,22,2
-1,177.17,2022-04-01,58,15,332,7,79,15.0,119,-10,-1,0.0,1009,58,-7,-7,192.13,15.11,23,1
-1,173.43,2022-04-01,54,14,324,7,81,16.0,119,-9,-1,0.0,1009,64,-7,-7,185.33,15.12,22,1
-2,166.70,2022-04-01,51,13,316,7,82,17.0,119,-8,-2,0.0,1009,70,-8,-8,175.87,15.36,21,1
-2,150.33,2022-04-01,46,13,308,7,84,18.0,119,-8,-2,0.0,1009,75,-8,-8,170.87,11.12,21,1
-3,90.00,2022-04-01,44,11,310,6,78,19.0,119,-8,-3,0.0,1010,78,-9,-9,138.67,6.49,18,1
-5,47.67,2022-04-01,39,10,313,6,73,20.0,119,-8,-5,0.0,1010,81,-11,-11,124.20,3.42,16,1
-6,44.73,2022-04-01,44,8,315,5,67,21.0,311,-8,-6,0.4,1011,84,-11,-11,118.73,3.26,13,1
-6,40.93,2022-04-01,45,8,315,5,71,22.0,329,-8,-6,0.6,1011,84,-11,-11,113.67,2.87,13,1
-5,35.77,2022-04-01,45,8,316,5,74,23.0,329,-8,-5,0.7,1012,83,-10,-10,111.00,1.89,13,1
-5,33.97,2022-04-02,44,8,316,5,78,0.0,329,-9,-5,0.5,1012,82,-10,-10,110.40,1.89,13,1
-5,34.50,2022-04-02,38,9,313,5,71,1.0,311,-9,-5,0.3,1012,83,-10,-10,107.07,1.89,14,1
