tempC,Q-Enginyeria (Cos Central) [kWh] [Q-Enginyeria],date,WindGustKmph,windspeedMiles,winddirDegree,visibility,cloudcover,time,weatherCode,DewPointC,HeatIndexC,precipMM,pressure,humidity,FeelsLikeC,WindChillC,Q-Enginyeria (Química) [kWh] [Q-Enginyeria],Q-Enginyeria (Espina 4) [kWh] [Q-Enginyeria],windspeedKmph,uvIndex
12,34.25,2022-11-13,15,5,201,10,11,16.0,113,2,12,0.0,1019,53,11,11,100.00,0.06,8,4
11,35.25,2022-11-13,12,4,200,10,11,17.0,113,4,11,0.0,1020,64,11,11,96.00,0.06,7,4
10,37.38,2022-11-13,14,4,200,10,11,18.0,113,5,10,0.0,1020,75,9,9,98.63,0.06,6,1
9,36.25,2022-11-13,14,4,209,10,16,19.0,113,5,9,0.0,1020,79,9,9,98.38,0.06,6,1
8,36.63,2022-11-13,15,3,217,10,20,20.0,113,5,8,0.0,1021,84,8,8,97.00,0.06,5,1
7,36.54,2022-11-13,17,3,226,10,25,21.0,113,6,7,0.0,1021,88,7,7,97.14,0.06,5,1
6,36.28,2022-11-13,18,3,235,10,19,22.0,113,4,6,0.0,1021,89,5,5,98.36,0.06,5,1
6,35.94,2022-11-13,19,3,243,10,14,23.0,113,4,6,0.0,1021,89,5,5,94.50,0.06,5,1
6,35.88,2022-11-14,19,3,251,10,8,0.0,113,4,6,0.0,1021,90,6,6,98.00,0.06,4,1
6,35.75,2022-11-14,19,3,261,10,8,1.0,113,3,6,0.0,1020,89,5,5,93.63,0.06,4,1
5,35.88,2022-11-14,20,3,270,10,8,2.0,113,2,5,0.0,1020,88,4,4,99.88,0.06,5,1
4,35.56,2022-11-14,20,3,280,10,7,3.0,113,1,4,0.0,1020,87,3,3,93.13,0.06,5,1
4,38.69,2022-11-14,19,3,292,10,14,4.0,113,1,4,0.0,1020,87,3,3,97.88,0.06,4,1
4,53.88,2022-11-14,18,3,304,10,22,5.0,113,0,4,0.0,1020,86,3,3,95.00,0.06,4,1
3,85.38,2022-11-14,18,2,316,10,29,6.0,116,0,3,0.0,1020,86,3,3,112.00,0.06,4,2
4,128.50,2022-11-14,18,2,322,10,30,7.0,116,0,4,0.0,1020,80,3,3,130.50,0.06,4,2
4,166.64,2022-11-14,17,2,329,10,31,8.0,116,0,4,0.0,1020,74,4,4,143.43,0.06,3,2
5,175.17,2022-11-14,16,2,335,10,32,9.0,116,1,5,0.0,1021,69,5,5,138.57,0.06,3,3
7,133.75,2022-11-14,15,2,276,10,27,10.0,116,1,7,0.0,1020,61,6,6,127.38,0.06,4,3
9,135.72,2022-11-14,13,3,217,10,23,11.0,113,1,9,0.0,1020,54,8,8,126.20,0.06,4,3
10,129.21,2022-11-14,14,3,158,10,18,12.0,113,0,10,0.0,1019,46,10,10,136.43,0.06,5,3
11,126.13,2022-11-14,15,4,170,10,28,13.0,116,1,11,0.0,1019,48,10,10,130.50,0.06,6,4
11,118.88,2022-11-14,17,4,181,10,78,14.0,176,1,11,0.1,1019,50,10,10,128.50,0.06,7,3
12,115.59,2022-11-14,17,5,192,10,70,15.0,176,3,12,0.1,1019,52,12,12,131.00,0.06,8,3
10,111.91,2022-11-14,16,4,190,10,73,16.0,176,3,10,0.1,1019,63,10,10,129.60,0.06,7,3
9,97.90,2022-11-14,13,4,188,10,70,17.0,176,4,9,0.1,1019,75,8,8,122.00,0.06,6,2
8,91.00,2022-11-14,7,3,187,10,78,18.0,176,6,8,0.1,1020,87,7,7,114.40,0.06,5,1
7,77.80,2022-11-14,7,3,193,7,29,19.0,116,6,7,0.0,1020,90,7,7,105.00,0.06,5,1
7,57.60,2022-11-14,7,3,199,5,76,20.0,176,6,7,0.1,1021,92,7,7,104.80,0.06,5,1
7,47.10,2022-11-14,13,3,205,2,40,21.0,116,6,7,0.0,1021,95,6,6,100.40,0.06,5,1
6,43.10,2022-11-14,15,3,208,2,41,22.0,116,5,6,0.0,1020,95,5,5,101.60,0.06,6,1
6,38.50,2022-11-14,17,4,210,2,41,23.0,116,5,6,0.0,1019,94,5,5,99.00,0.06,6,1
6,38.41,2022-11-15,17,4,212,2,42,0.0,116,5,6,0.0,1017,94,5,5,100.14,0.06,6,1
6,37.94,2022-11-15,18,4,219,2,44,1.0,116,5,6,0.0,1017,94,4,4,99.25,0.06,7,1
5,38.72,2022-11-15,19,4,226,2,45,2.0,116,4,5,0.0,1017,94,4,4,100.68,0.06,7,1
5,38.06,2022-11-15,22,5,234,2,47,3.0,116,4,5,0.0,1016,95,3,3,99.07,0.06,8,1
4,40.69,2022-11-15,23,5,235,2,57,4.0,116,4,4,0.0,1016,95,3,3,99.26,0.06,7,1
4,59.79,2022-11-15,25,5,237,2,67,5.0,119,3,4,0.0,1015,96,2,2,100.80,0.06,7,1
3,89.76,2022-11-15,26,4,239,2,77,6.0,119,3,3,0.0,1015,97,1,1,112.57,0.06,7,1
3,129.34,2022-11-15,26,5,235,5,73,7.0,119,3,3,0.0,1015,95,1,1,138.23,0.06,7,1
3,160.50,2022-11-15,29,5,230,7,70,8.0,176,2,3,0.1,1014,94,1,1,142.40,0.06,8,1
4,170.90,2022-11-15,30,5,226,10,66,9.0,176,3,4,0.2,1014,92,2,2,143.60,0.06,8,1
6,132.50,2022-11-15,30,6,225,10,77,10.0,176,4,6,0.2,1013,88,4,4,128.60,0.06,9,2
7,132.76,2022-11-15,30,6,225,10,89,11.0,122,4,7,0.0,1013,83,5,5,125.46,0.06,10,2
8,135.74,2022-11-15,30,7,225,10,100,12.0,122,4,8,0.0,1012,78,6,6,123.54,0.06,12,2
9,135.70,2022-11-15,26,7,226,10,98,13.0,122,4,9,0.0,1011,82,7,7,121.20,0.06,11,2
10,121.51,2022-11-15,22,6,226,10,95,14.0,122,5,10,0.0,1011,86,8,8,120.28,0.06,10,2
10,116.89,2022-11-15,18,5,227,10,93,15.0,122,6,10,0.0,1010,90,9,9,121.73,0.06,9,3
10,112.20,2022-11-15,16,3,223,7,95,16.0,122,6,10,0.0,1010,92,10,10,112.20,0.06,4,2
9,99.20,2022-11-15,14,5,219,5,98,17.0,122,6,9,0.0,1010,94,8,8,113.00,0.06,8,2
8,83.10,2022-11-15,13,4,215,2,100,18.0,122,6,8,0.0,1010,96,7,7,106.00,0.06,7,1
7,70.58,2022-11-15,13,4,215,1,100,19.0,122,6,7,0.0,1010,97,6,6,98.00,0.06,6,1
7,56.53,2022-11-15,17,3,215,1,100,20.0,122,7,7,0.0,1010,97,6,6,97.40,0.06,5,1
7,49.09,2022-11-15,17,3,214,0,100,21.0,122,7,7,0.0,1010,98,7,7,92.00,0.06,4,1
6,42.10,2022-11-15,18,3,148,3,78,22.0,119,6,6,0.0,1010,96,6,6,95.40,0.06,5,1
6,38.70,2022-11-15,17,3,82,7,56,23.0,176,5,6,0.2,1010,94,5,5,95.00,0.06,5,1
6,36.86,2022-11-16,16,3,15,10,74,0.0,176,5,6,0.2,1010,93,5,5,93.59,0.06,5,1
6,36.74,2022-11-16,14,2,114,10,56,1.0,176,5,6,0.2,1010,91,6,6,92.31,0.06,4,1
6,37.27,2022-11-16,11,2,213,10,78,2.0,176,4,6,0.1,1010,89,6,6,95.70,0.06,3,1
5,37.28,2022-11-16,8,1,311,10,100,3.0,122,3,5,0.0,1010,88,5,5,92.43,0.06,2,1
5,38.76,2022-11-16,7,1,280,10,85,4.0,119,3,5,0.0,1010,88,5,5,93.18,0.06,2,1
5,52.90,2022-11-16,8,1,249,10,69,5.0,119,3,5,0.0,1010,89,5,5,96.00,0.06,2,1
5,68.10,2022-11-16,7,2,218,10,54,6.0,116,3,5,0.0,1010,90,5,5,102.20,0.06,3,2
5,129.30,2022-11-16,8,2,206,10,60,7.0,116,3,5,0.0,1010,91,4,4,139.60,0.06,3,2
5,166.40,2022-11-16,5,3,194,10,66,8.0,119,3,5,0.0,1010,92,4,4,145.80,0.06,4,1
5,175.40,2022-11-16,12,3,182,10,72,9.0,119,4,5,0.0,1010,93,4,4,149.00,0.06,5,1
6,136.20,2022-11-16,13,3,195,10,51,10.0,116,3,6,0.0,1010,83,5,5,173.60,0.06,5,3
8,132.20,2022-11-16,13,4,208,10,30,11.0,116,3,8,0.0,1009,72,7,7,155.40,0.06,6,3
9,124.90,2022-11-16,15,4,222,10,9,12.0,113,2,9,0.0,1009,62,9,9,136.00,0.06,6,3
10,128.30,2022-11-16,17,4,220,10,10,13.0,113,2,10,0.0,1008,59,9,9,127.80,0.06,6,3
10,115.41,2022-11-16,15,4,219,10,11,14.0,113,2,10,0.0,1008,56,10,10,151.00,0.06,7,4
11,109.09,2022-11-16,15,4,217,10,12,15.0,113,2,11,0.0,1007,53,10,10,141.40,0.06,7,4
9,104.70,2022-11-16,14,4,218,10,13,16.0,113,2,9,0.0,1007,62,9,9,132.20,0.06,6,3
8,95.50,2022-11-16,11,3,218,10,14,17.0,113,3,8,0.0,1008,71,7,7,114.20,0.06,5,3
6,82.20,2022-11-16,12,2,219,10,15,18.0,113,3,6,0.0,1008,81,6,6,105.20,0.06,4,1
6,71.40,2022-11-16,14,3,262,10,13,19.0,113,3,6,0.0,1009,78,6,6,97.60,0.06,5,1
6,58.60,2022-11-16,16,3,306,10,12,20.0,113,2,6,0.0,1009,76,5,5,130.60,0.06,5,1
6,46.70,2022-11-16,16,4,350,10,10,21.0,113,2,6,0.0,1010,74,5,5,93.20,0.06,6,1
5,41.30,2022-11-16,16,3,315,10,23,22.0,113,2,5,0.0,1009,80,4,4,91.20,0.06,5,1
5,36.40,2022-11-16,15,3,280,10,35,23.0,116,3,5,0.0,1009,86,4,4,93.80,0.06,5,1
4,36.46,2022-11-17,14,3,245,10,48,0.0,116,3,4,0.0,1008,92,4,4,90.46,0.06,4,1
4,36.78,2022-11-17,13,3,283,10,47,1.0,116,2,4,0.0,1008,85,4,4,90.75,0.06,5,1
4,36.01,2022-11-17,10,3,321,10,46,2.0,116,1,4,0.0,1008,78,3,3,95.33,0.06,5,1
4,36.54,2022-11-17,11,3,360,10,45,3.0,116,0,4,0.0,1007,72,3,3,91.26,0.06,5,1
4,38.07,2022-11-17,11,3,248,10,32,4.0,116,0,4,0.0,1007,72,3,3,91.98,0.06,5,1
4,47.33,2022-11-17,11,3,136,10,19,5.0,113,0,4,0.0,1007,72,3,3,92.83,0.06,5,1
4,70.20,2022-11-17,10,3,25,10,7,6.0,113,0,4,0.0,1007,73,3,3,97.80,0.06,5,2
5,134.10,2022-11-17,7,2,110,10,7,7.0,113,0,5,0.0,1007,73,4,4,135.80,0.06,4,2
4,168.40,2022-11-17,9,1,196,10,7,8.0,113,0,4,0.0,1008,73,4,4,187.80,0.06,2,2
5,174.80,2022-11-17,6,0,282,10,7,9.0,113,1,5,0.0,1008,73,5,5,168.60,0.06,1,2
7,141.90,2022-11-17,8,1,263,10,8,10.0,113,2,7,0.0,1008,64,7,7,144.40,0.06,2,3
9,146.70,2022-11-17,11,2,244,10,9,11.0,113,2,9,0.0,1008,55,9,9,143.60,0.06,4,3
10,140.30,2022-11-17,14,3,225,10,11,12.0,113,-1,10,0.0,1008,46,10,10,144.40,0.06,5,4
11,134.30,2022-11-17,14,4,210,10,17,13.0,113,1,11,0.0,1007,48,11,11,138.40,0.06,6,4
12,115.00,2022-11-17,14,4,196,10,23,14.0,113,2,12,0.0,1007,51,12,12,147.40,0.06,7,4
13,100.79,2022-11-17,15,5,181,10,29,15.0,116,4,13,0.0,1007,53,12,12,143.20,0.06,8,4
12,96.11,2022-11-17,15,4,168,10,40,16.0,116,4,12,0.0,1007,62,11,11,139.00,0.06,6,4
10,85.40,2022-11-17,14,3,155,10,51,17.0,116,5,10,0.0,1008,72,10,10,152.40,0.06,5,4
9,78.30,2022-11-17,14,2,141,10,62,18.0,119,6,9,0.0,1009,81,9,9,115.80,0.06,3,1
8,68.33,2022-11-17,15,2,157,10,64,19.0,176,6,8,0.1,1010,85,9,9,102.80,0.06,3,1
8,57.57,2022-11-17,19,2,173,10,66,20.0,176,6,8,0.1,1010,89,8,8,100.80,0.06,3,1
8,47.10,2022-11-17,17,2,189,10,68,21.0,305,7,8,1.0,1010,92,8,8,98.40,0.06,3,1
6,41.60,2022-11-17,17,3,243,10,64,22.0,305,5,6,1.3,1011,93,5,5,98.40,0.06,5,1
4,36.40,2022-11-17,19,5,297,9,60,23.0,299,3,4,0.9,1012,94,2,2,98.40,0.06,8,1
4,35.74,2022-11-18,22,6,351,9,56,0.0,176,3,4,0.2,1012,94,2,2,96.15,0.06,10,1
3,35.22,2022-11-18,24,6,351,9,48,1.0,116,2,3,0.0,1013,94,0,0,95.88,0.06,10,1
1,35.29,2022-11-18,26,6,350,10,40,2.0,116,0,1,0.0,1014,93,-2,-2,97.38,0.06,10,1
-1,35.21,2022-11-18,26,6,350,10,33,3.0,116,-2,-1,0.0,1015,93,-4,-4,96.06,0.06,10,1
-1,37.54,2022-11-18,24,6,351,10,28,4.0,116,-2,-1,0.0,1015,91,-5,-5,94.74,0.06,9,1
-2,49.30,2022-11-18,23,5,353,10,24,5.0,113,-3,-2,0.0,1015,90,-5,-5,97.20,0.06,9,1
-2,68.20,2022-11-18,22,5,354,10,19,6.0,113,-3,-2,0.0,1015,88,-5,-5,102.00,0.06,8,2
-1,128.40,2022-11-18,21,5,353,10,18,7.0,113,-3,-1,0.0,1015,83,-4,-4,140.80,0.06,7,2
-1,153.60,2022-11-18,15,4,352,10,17,8.0,113,-3,-1,0.0,1015,78,-4,-4,194.60,0.06,7,2
0,161.20,2022-11-18,18,4,351,10,15,9.0,113,-2,0,0.0,1015,74,-2,-2,178.20,0.06,6,2
2,117.20,2022-11-18,16,4,339,10,27,10.0,116,-2,2,0.0,1014,68,0,0,152.40,0.06,6,2
3,120.30,2022-11-18,15,3,328,10,38,11.0,116,-2,3,0.0,1014,62,2,2,153.60,0.06,5,2
4,114.00,2022-11-18,14,3,317,10,49,12.0,116,-3,4,0.0,1013,56,3,3,129.60,0.06,5,2
5,109.80,2022-11-18,14,3,326,10,66,13.0,119,-2,5,0.0,1012,57,4,4,119.40,0.06,5,1
6,105.70,2022-11-18,14,3,335,10,83,14.0,176,-1,6,0.2,1011,58,5,5,114.60,0.06,5,2
6,102.30,2022-11-18,14,4,344,10,100,15.0,176,-1,6,0.1,1011,60,5,5,112.80,0.06,6,2
5,97.80,2022-11-18,15,4,348,10,74,16.0,176,-1,5,0.1,1011,68,3,3,110.00,0.06,6,1
4,89.80,2022-11-18,14,4,352,10,89,17.0,176,0,4,0.3,1012,76,2,2,109.00,0.06,7,1
3,82.60,2022-11-18,15,5,356,10,72,18.0,176,1,3,0.4,1013,84,1,1,107.40,0.06,8,1
2,61.70,2022-11-18,14,4,352,7,70,19.0,176,0,2,0.1,1013,88,0,0,99.00,0.06,7,1
2,50.40,2022-11-18,14,4,348,5,70,20.0,176,1,2,0.4,1014,91,0,0,98.40,0.06,7,1
2,45.90,2022-11-18,14,4,345,2,55,21.0,176,1,2,0.2,1015,95,0,0,96.40,0.06,6,1
2,40.30,2022-11-18,16,4,345,4,65,22.0,119,1,2,0.0,1015,94,0,0,92.40,0.06,7,1
2,35.80,2022-11-18,16,5,346,5,74,23.0,119,0,2,0.0,1015,93,-1,-1,93.80,0.06,7,1
1,35.94,2022-11-19,15,5,347,7,84,0.0,119,-1,1,0.0,1014,92,-2,-2,91.79,0.06,8,1
0,36.30,2022-11-19,17,5,347,6,82,1.0,119,-1,0,0.0,1014,93,-3,-3,91.01,0.06,8,1
-1,35.89,2022-11-19,20,5,346,6,81,2.0,119,-3,-1,0.0,1014,94,-4,-4,90.37,0.06,8,1
-2,35.53,2022-11-19,23,5,346,5,79,3.0,119,-5,-2,0.0,1014,95,-5,-5,88.80,0.06,9,1
-2,35.84,2022-11-19,23,5,345,6,76,4.0,119,-5,-2,0.0,1014,95,-6,-6,91.83,0.06,9,1
-2,36.00,2022-11-19,24,6,345,6,73,5.0,119,-6,-2,0.0,1015,95,-6,-6,91.80,0.06,9,1
-2,36.60,2022-11-19,24,6,344,7,70,6.0,119,-6,-2,0.0,1015,95,-6,-6,90.40,0.06,9,1
-2,38.77,2022-11-19,24,6,344,8,68,7.0,119,-6,-2,0.0,1015,93,-6,-6,91.67,0.06,9,1
-2,36.93,2022-11-19,24,6,343,9,67,8.0,119,-6,-2,0.0,1015,91,-5,-5,93.40,0.06,9,1
-1,36.37,2022-11-19,25,6,343,10,65,9.0,119,-3,-1,0.0,1016,89,-4,-4,97.33,0.06,9,1
0,34.42,2022-11-19,28,6,341,10,51,10.0,116,-3,0,0.0,1015,81,-3,-3,93.98,0.06,9,2
1,34.33,2022-11-19,29,6,340,10,36,11.0,116,-6,1,0.0,1015,72,-2,-2,90.80,0.06,10,2
2,33.63,2022-11-19,27,6,339,10,22,12.0,113,-6,2,0.0,1015,63,-1,-1,96.80,0.06,10,2
3,36.06,2022-11-19,27,7,340,10,25,13.0,116,-5,3,0.0,1015,63,0,0,97.63,0.06,11,2
4,40.75,2022-11-19,29,7,340,10,28,14.0,116,-4,4,0.0,1015,62,1,1,98.75,0.06,11,2
5,39.15,2022-11-19,29,7,341,10,31,15.0,116,-3,5,0.0,1015,61,2,2,97.65,0.06,11,2
3,38.00,2022-11-19,27,6,343,10,33,16.0,116,-3,3,0.0,1016,72,1,1,96.40,0.06,10,2
2,37.60,2022-11-19,24,6,346,10,35,17.0,116,-3,2,0.0,1018,82,-1,-1,94.40,0.06,10,2
1,40.30,2022-11-19,22,6,348,10,37,18.0,116,-3,1,0.0,1019,92,-2,-2,92.40,0.06,9,1
1,36.60,2022-11-19,23,5,349,7,42,19.0,116,-3,1,0.0,1020,93,-2,-2,93.40,0.06,9,1
0,35.96,2022-11-19,23,5,350,5,46,20.0,116,-3,0,0.0,1020,94,-3,-3,92.80,0.06,8,1
0,35.54,2022-11-19,23,5,351,2,51,21.0,116,-3,0,0.0,1021,94,-3,-3,89.80,0.06,8,1
-1,35.20,2022-11-19,23,5,347,5,52,22.0,116,-3,-1,0.0,1020,94,-4,-4,91.00,0.06,8,1
-2,35.30,2022-11-19,23,5,342,7,54,23.0,116,-3,-2,0.0,1020,95,-5,-5,92.00,0.06,8,1
-2,34.50,2022-11-20,22,5,337,10,55,0.0,116,-3,-2,0.0,1019,95,-5,-5,91.00,0.06,8,1
-2,34.90,2022-11-20,22,5,338,7,54,1.0,116,-3,-2,0.0,1019,95,-6,-6,88.07,0.06,8,1
-3,34.84,2022-11-20,22,5,339,5,53,2.0,116,-3,-3,0.0,1019,95,-6,-6,88.33,0.06,8,1
-3,34.42,2022-11-20,22,5,340,2,53,3.0,116,-4,-3,0.0,1020,94,-6,-6,87.25,0.06,9,1
-4,34.79,2022-11-20,23,5,341,2,49,4.0,116,-5,-4,0.0,1020,94,-7,-7,86.75,0.06,8,1
-5,34.54,2022-11-20,23,5,343,2,46,5.0,116,-5,-5,0.0,1020,94,-8,-8,86.00,0.06,8,1
-4,35.40,2022-11-20,24,5,344,2,42,6.0,116,-6,-4,0.0,1020,94,-8,-8,88.60,0.06,8,2
-4,38.30,2022-11-20,22,4,339,5,36,7.0,116,-7,-4,0.0,1020,89,-7,-7,90.00,0.06,7,2
-3,35.30,2022-11-20,21,4,333,7,29,8.0,116,-7,-3,0.0,1019,83,-6,-6,94.60,0.06,6,2
-2,34.90,2022-11-20,21,3,328,10,22,9.0,113,-7,-2,0.0,1019,78,-4,-4,93.00,0.06,5,2
1,32.70,2022-11-20,22,4,333,10,41,10.0,116,-6,1,0.0,1018,75,-1,-1,90.00,0.06,6,2
3,32.60,2022-11-20,24,5,338,10,60,11.0,119,-5,3,0.0,1017,72,0,0,92.60,0.06,8,1
4,33.20,2022-11-20,26,5,343,10,79,12.0,119,-4,4,0.0,1016,69,2,2,90.20,0.06,9,1
5,33.30,2022-11-20,25,6,336,10,64,13.0,119,-3,5,0.0,1015,67,3,3,91.00,0.06,10,2
7,32.20,2022-11-20,25,7,328,10,49,14.0,116,-1,7,0.0,1015,64,4,4,91.20,0.06,11,3
7,32.80,2022-11-20,24,7,321,10,35,15.0,116,0,7,0.0,1015,62,4,4,90.40,0.06,12,3
6,32.70,2022-11-20,23,7,327,10,36,16.0,116,1,6,0.0,1016,71,4,4,91.00,0.06,12,3
5,33.60,2022-11-20,22,4,333,10,37,17.0,116,0,5,0.0,1018,80,3,3,90.00,0.06,7,3
3,35.44,2022-11-20,23,4,340,10,38,18.0,116,0,3,0.0,1019,89,2,2,89.00,0.06,7,1
3,34.76,2022-11-20,23,7,341,10,35,19.0,116,0,3,0.0,1020,90,0,0,90.80,0.06,11,1
1,34.80,2022-11-20,23,7,341,10,32,20.0,116,0,1,0.0,1020,91,-2,-2,89.20,0.06,11,1
2,34.20,2022-11-20,23,6,342,10,29,21.0,116,0,2,0.0,1021,92,-1,-1,87.40,0.06,10,1
2,34.20,2022-11-20,21,6,342,10,31,22.0,116,0,2,0.0,1022,93,-1,-1,86.00,0.06,9,1
1,34.60,2022-11-20,18,5,342,10,34,23.0,116,0,1,0.0,1023,93,-1,-1,89.40,0.06,8,1
1,34.38,2022-11-21,17,4,341,10,36,0.0,116,-1,1,0.0,1024,93,-1,-1,85.85,0.06,7,1
1,34.28,2022-11-21,11,4,338,10,57,1.0,116,-1,1,0.0,1023,90,-1,-1,85.56,0.06,6,1
0,34.58,2022-11-21,16,3,334,10,79,2.0,119,-3,0,0.0,1022,86,-1,-1,86.62,0.06,5,1
1,34.42,2022-11-21,19,3,330,10,100,3.0,122,-4,1,0.0,1021,83,-1,-1,88.63,0.06,4,1
0,36.04,2022-11-21,20,3,302,10,70,4.0,119,-5,0,0.0,1020,79,-2,-2,87.74,0.06,4,1
-1,51.30,2022-11-21,23,3,274,10,40,5.0,116,-7,-1,0.0,1019,75,-2,-2,87.40,0.06,4,1
-1,70.80,2022-11-21,24,3,246,10,74,6.0,311,-4,-1,0.3,1018,71,-2,-2,97.20,0.06,4,1
-1,129.00,2022-11-21,25,3,254,10,83,7.0,311,-4,-1,0.4,1017,69,-2,-2,128.20,0.06,4,1
0,165.90,2022-11-21,27,3,262,10,80,8.0,311,-8,0,0.4,1015,67,-2,-2,137.40,0.06,4,1
0,182.10,2022-11-21,27,3,270,10,80,9.0,329,-4,0,0.9,1014,65,-1,-1,144.80,0.06,4,1
1,148.70,2022-11-21,30,4,254,10,66,10.0,299,-2,1,0.6,1013,67,-1,-1,156.20,0.06,7,1
3,155.80,2022-11-21,31,6,239,10,83,11.0,119,0,3,0.0,1011,69,1,1,159.40,0.06,10,1
4,151.96,2022-11-21,32,8,223,10,100,12.0,122,1,4,0.0,1010,72,1,1,161.54,0.06,13,1
5,151.44,2022-11-21,27,7,219,7,100,13.0,122,2,5,0.0,1008,80,3,3,160.06,0.06,11,2
6,136.50,2022-11-21,22,5,214,5,100,14.0,176,4,6,0.1,1007,88,4,4,150.80,0.06,9,2
5,154.80,2022-11-21,15,4,210,2,100,15.0,176,5,5,0.3,1006,96,4,4,168.80,0.06,7,2
5,205.70,2022-11-21,13,4,224,2,100,16.0,176,5,5,0.2,1006,97,4,4,158.00,0.06,6,2
5,192.30,2022-11-21,15,4,238,2,100,17.0,299,4,5,0.7,1005,98,3,3,153.00,0.06,6,1
4,175.10,2022-11-21,17,3,251,2,100,18.0,356,4,4,1.9,1005,99,3,3,149.40,0.06,5,1
4,145.10,2022-11-21,18,4,168,1,100,19.0,356,4,4,2.7,1004,99,2,2,132.40,0.06,7,1
4,63.00,2022-11-21,37,6,85,1,100,20.0,356,3,4,1.8,1004,98,1,1,101.80,0.06,9,1
3,50.40,2022-11-21,46,7,3,0,100,21.0,305,3,3,1.0,1004,98,0,0,99.60,0.06,11,1
2,43.70,2022-11-21,36,7,115,3,100,22.0,176,1,2,0.4,1003,98,-1,-1,100.60,0.06,11,1
2,39.21,2022-11-21,34,7,228,6,100,23.0,176,3,2,0.2,1002,98,-2,-2,96.00,0.06,11,1
3,40.28,2022-11-22,34,7,340,9,100,0.0,176,2,3,0.1,1002,98,-1,-1,98.54,0.06,12,1
1,38.94,2022-11-22,36,10,340,6,100,1.0,122,1,1,0.0,1002,96,-4,-4,95.13,0.06,17,1
1,18.94,2022-11-22,38,10,341,3,100,2.0,122,0,1,0.0,1002,95,-3,-3,98.20,0.06,17,1
1,39.28,2022-11-22,42,11,341,0,100,3.0,122,-1,1,0.0,1003,93,-4,-4,97.67,0.06,18,1
0,39.84,2022-11-22,44,12,341,0,92,4.0,122,-1,0,0.0,1004,91,-5,-5,99.13,0.06,19,1
-1,56.11,2022-11-22,46,12,341,0,84,5.0,119,-2,-1,0.0,1005,90,-6,-6,95.74,0.06,20,1
-2,79.20,2022-11-22,46,14,341,0,76,6.0,119,-3,-2,0.0,1006,89,-7,-7,105.20,0.06,22,1
-1,157.10,2022-11-22,45,13,338,3,64,7.0,119,-3,-1,0.0,1006,89,-7,-7,142.00,0.06,21,1
-1,198.84,2022-11-22,45,12,336,7,52,8.0,116,-3,-1,0.0,1007,90,-7,-7,147.40,0.06,19,2
-1,231.76,2022-11-22,42,12,333,10,39,9.0,116,-3,-1,0.0,1008,91,-7,-7,190.40,0.06,19,2
1,239.24,2022-11-22,39,11,332,8,50,10.0,116,-2,1,0.0,1009,91,-4,-4,196.33,0.06,18,2
2,254.46,2022-11-22,40,11,332,7,60,11.0,116,-1,2,0.0,1010,91,-3,-3,180.48,0.06,17,2
3,242.40,2022-11-22,41,12,331,5,70,12.0,119,0,3,0.0,1010,91,-2,-2,170.00,0.06,19,1
3,240.80,2022-11-22,39,13,329,5,70,13.0,119,0,3,0.0,1011,91,-2,-2,164.40,0.06,20,1
3,221.10,2022-11-22,37,11,327,5,70,14.0,119,0,3,0.0,1011,91,-1,-1,164.20,0.06,18,1
3,218.90,2022-11-22,31,10,324,5,70,15.0,119,0,3,0.0,1011,91,-1,-1,168.80,0.06,16,1
2,211.00,2022-11-22,27,6,331,6,76,16.0,119,-1,2,0.0,1012,92,-1,-1,157.60,0.06,10,1
1,197.60,2022-11-22,23,5,337,6,82,17.0,119,-2,1,0.0,1013,93,-1,-1,152.20,0.06,8,1
1,180.60,2022-11-22,22,7,343,7,88,18.0,122,-3,1,0.0,1014,94,-3,-3,135.60,0.06,12,1
1,149.17,2022-11-22,21,6,343,5,85,19.0,122,-3,1,0.0,1015,95,-3,-3,123.10,0.06,10,1
0,63.43,2022-11-22,22,6,343,4,82,20.0,119,-4,0,0.0,1016,96,-4,-4,118.90,0.06,9,1
-1,49.00,2022-11-22,21,5,343,2,80,21.0,311,-4,-1,0.1,1017,97,-4,-4,108.40,0.06,8,1
-1,43.30,2022-11-22,20,4,339,5,61,22.0,311,-5,-1,0.1,1016,95,-3,-3,94.60,0.06,7,1
-1,38.20,2022-11-22,20,3,335,7,86,23.0,311,-5,-1,0.1,1015,94,-3,-3,92.00,0.06,5,1
-1,38.01,2022-11-23,19,2,331,10,87,0.0,311,-5,-1,0.2,1014,92,-2,-2,91.98,0.06,4,1
-1,39.26,2022-11-23,20,2,326,8,72,1.0,311,-4,-1,0.1,1012,93,-2,-2,92.98,0.06,3,1
-1,38.17,2022-11-23,20,2,322,5,51,2.0,116,-4,-1,0.0,1011,94,-1,-1,91.36,0.06,3,1
0,38.79,2022-11-23,18,1,317,3,64,3.0,119,-3,0,0.0,1009,95,0,0,90.22,0.06,2,1
0,40.28,2022-11-23,19,2,216,5,76,4.0,311,-2,0,0.1,1008,96,0,0,88.26,0.06,3,1
0,55.90,2022-11-23,21,3,116,7,88,5.0,311,-1,0,0.3,1007,97,-1,-1,89.60,0.06,4,1
1,77.39,2022-11-23,25,4,15,9,100,6.0,311,0,1,0.3,1007,99,-1,-1,97.20,0.06,6,1
1,159.81,2022-11-23,26,4,12,7,100,7.0,311,0,1,0.2,1007,99,-1,-1,187.60,0.06,6,1
