Hour,Real,Predicted,Residuals
6813.0,115.70000307261944,119.41780883073807,3.7178057581186295
6814.0,113.40000012516975,118.19362159073353,4.793621465563774
6815.0,110.04999753087759,113.18128153681755,3.1312840059399605
6816.0,107.11999674886465,108.36632739007473,1.2463306412100792
6817.0,107.5200040563941,105.68993546068668,-1.8300685957074165
6818.0,105.23999561369419,104.0675381720066,-1.172457441687584
6819.0,107.24000284820795,103.49123832955956,-3.748764518648386
6820.0,107.29000376164913,101.79314616322517,-5.496857598423958
6821.0,107.75999671965837,105.83414594829082,-1.92585077136755
6822.0,118.51999989151955,111.25505959242582,-7.264940299093723
6823.0,124.0499993339181,120.31136881560087,-3.7386305183172226
6824.0,123.80999690294266,124.05747163295746,0.24747473001480103
6825.0,129.8099990710616,138.78790287673473,8.977903805673122
6826.0,131.8099965378642,137.7482277005911,5.938231162726879
6827.0,133.52000042796135,127.61522367596626,-5.904776751995087
6828.0,133.90000346302986,131.66667491197586,-2.233328551054001
6829.0,140.20000134408474,149.6634483039379,9.463446959853172
6830.0,144.65000449866056,146.6896295696497,2.039625070989132
6831.0,147.43000254034996,120.43421731889248,-26.99578522145748
6832.0,140.67000406980515,122.60370410978794,-18.066299960017204
6833.0,139.15000169724226,128.24117767810822,-10.908824019134045
6834.0,135.85000001639128,121.44675779342651,-14.403242222964764
6835.0,131.8999962285161,123.22808551043272,-8.671910718083382
6836.0,123.29999540001154,122.24960504472256,-1.0503903552889824
6837.0,114.44999977201223,122.00517784059048,7.555178068578243
6838.0,111.04999626427889,119.33853408694267,8.288537822663784
6839.0,109.04999879747629,113.64341148734093,4.5934126898646355
6840.0,106.4899989143014,108.92295017838478,2.4329512640833855
6841.0,104.55999686568975,106.57652129977942,2.0165244340896606
6842.0,103.19999936968088,106.5242347419262,3.3242353722453117
6843.0,106.19000320136547,107.46649653464556,1.2764933332800865
6844.0,101.759999435395,108.1310720667243,6.371072631329298
6845.0,107.47999551147223,108.24757155776024,0.7675760462880135
6846.0,121.19000373780727,114.06266118586063,-7.12734255194664
6847.0,130.43000453710556,119.8389827683568,-10.59102176874876
6848.0,131.75000325590372,127.1142084673047,-4.635794788599014
6849.0,150.00000455975533,164.16107591986656,14.161071360111237
6850.0,153.99999949336052,172.79155200719833,18.791552513837814
6851.0,153.89999766647816,171.99790593981743,18.09790827333927
6852.0,162.8000039756298,171.96645390987396,9.166449934244156
6853.0,162.84999512135983,179.95705700665712,17.1070618852973
6854.0,169.12999849766493,175.30860326439142,6.178604766726494
6855.0,165.86999559402466,166.1140125542879,0.24401696026325226
6856.0,165.50999683141708,174.64989812672138,9.139901295304298
6857.0,160.3899970650673,164.6291641741991,4.239167109131813
6858.0,146.5500001385808,162.5064256489277,15.95642551034689
6859.0,135.50000339001417,112.51990981400013,-22.980093576014042
6860.0,130.70000360906124,120.37332540750504,-10.326678201556206
6861.0,113.14000318944454,120.74436168372631,7.604358494281769
6862.0,117.85999564826488,117.82947155088186,-0.03052409738302231
6863.0,114.19999520480633,113.50102756172419,-0.6989676430821419
6864.0,110.22999691218138,109.33259821683168,-0.8973986953496933
6865.0,107.7099958062172,106.92422251403332,-0.785773292183876
6866.0,103.90999964252114,107.00828343629837,3.0982837937772274
6867.0,104.38000236824155,108.30240748822689,3.922405119985342
6868.0,106.82000103592873,109.48952626436949,2.6695252284407616
6869.0,109.25000245124102,111.16715995967388,1.9171575084328651
6870.0,123.29999540001154,114.88377405703068,-8.416221342980862
6871.0,127.59999581426382,119.3226615563035,-8.27733425796032
6872.0,135.35000064969063,119.62506989389658,-15.724930755794048
6873.0,161.34999702125788,162.84292329847813,1.4929262772202492
6874.0,172.40000353753567,164.82209600508213,-7.577907532453537
6875.0,170.89999566972256,166.19940188527107,-4.700593784451485
6876.0,153.94999857991934,162.20208330452442,8.252084724605083
6877.0,153.55000104010105,154.65086115896702,1.1008601188659668
6878.0,195.1000079959631,157.95275777578354,-37.14725022017956
6879.0,168.00000129640102,149.05458779633045,-18.945413500070572
6880.0,164.35000298917294,153.20064908266068,-11.14935390651226
6881.0,151.84999928623438,151.7229702025652,-0.12702908366918564
6882.0,144.74999655783176,147.33291149139404,2.5829149335622787
6883.0,142.6499972641468,129.03690426796675,-13.613092996180058
6884.0,120.90000039339066,119.97467581182718,-0.9253245815634727
6885.0,122.3999984934926,120.25070156157017,-2.1492969319224358
6886.0,118.2399986833334,118.9844838604331,0.7444851770997047
6887.0,115.14000065624714,114.85345508158207,-0.2865455746650696
6888.0,112.56999863684177,111.77624512463808,-0.7937535122036934
6889.0,110.13999722152948,108.65695586800575,-1.4830413535237312
6890.0,108.650001257658,107.79331438243389,-0.8566868752241135
6891.0,109.77999845892191,108.14251005649567,-1.6374884024262428
6892.0,112.14000445604324,108.29322583973408,-3.846778616309166
6893.0,110.67000299692154,110.67861811816692,0.008615121245384216
6894.0,109.61000121384859,119.30604667961597,9.696045465767384
6895.0,111.74999928474426,124.1225929632783,12.372593678534031
6896.0,114.15999642759562,127.19544652104378,13.035450093448162
6897.0,111.23999778181314,130.2195494323969,18.979551650583744
6898.0,117.1500002592802,132.32312370836735,15.173123449087143
6899.0,116.1500015258789,134.4510195851326,18.301018059253693
6900.0,127.5500046685338,134.41257387399673,6.862569205462933
6901.0,132.75000198930502,132.52201384305954,-0.22798814624547958
6902.0,129.8999987617135,131.30994833260775,1.4099495708942413
6903.0,135.7999991029501,133.84163162112236,-1.958367481827736
6904.0,131.65000142902136,132.09129685163498,0.44129542261362076
6905.0,133.04999770224094,129.98143216967583,-3.068565532565117
6906.0,128.09999518096447,124.28832171857357,-3.8116734623908997
6907.0,116.39999632537365,122.79533683508635,6.395340509712696
6908.0,120.3600022494793,122.05545224994421,1.6954500004649162
6909.0,115.14000065624714,120.74675477296114,5.606754116714001
6910.0,118.30000173300505,119.51870928704739,1.2187075540423393
6911.0,113.41000226140022,116.21467354148626,2.8046712800860405
6912.0,110.8600045144558,112.41814003139734,1.5581355169415474
6913.0,108.4300030991435,109.95746800303459,1.5274649038910866
6914.0,106.70000470429659,108.91453041136265,2.214525707066059
6915.0,105.29999866336584,110.13431241363287,4.834313750267029
6916.0,108.25000371783972,111.11816512048244,2.868161402642727
6917.0,108.44999760389328,112.76629056036472,4.316292956471443
6918.0,107.75000435113907,122.31184490025043,14.561840549111366
6919.0,106.94999950379133,127.40052938461304,20.450529880821705
6920.0,111.59999654442072,128.97890359908342,17.378907054662704
6921.0,113.00000258535147,132.50666876882315,19.50666618347168
6922.0,114.65000342577696,134.26600936800241,19.616005942225456
6923.0,117.94999533891678,135.45394863188267,17.50395329296589
6924.0,120.0500044003129,134.73612930625677,14.68612490594387
6925.0,129.34999848157167,133.83239136636257,4.482392884790897
6926.0,130.44999904185534,135.12090875208378,4.670909710228443
6927.0,135.55000430345535,136.3423610329628,0.7923567295074463
6928.0,129.74999602138996,135.27680142223835,5.526805400848389
6929.0,128.5500034019351,131.8375512510538,3.2875478491187096
6930.0,120.45000194013119,125.51403272151947,5.064030781388283
6931.0,117.85000327974558,125.52522651851177,7.675223238766193
6932.0,116.39999632537365,120.41443770378828,4.014441378414631
6933.0,113.8999994918704,112.22992600500584,-1.6700734868645668
6934.0,118.95000384002924,111.59382335096598,-7.356180489063263
6935.0,113.14000318944454,112.9483802318573,-0.19162295758724213
6936.0,110.28999996185303,111.29057499021292,1.00057502835989
6937.0,106.66999829560518,110.31686116755009,3.6468628719449043
6938.0,106.89999859035015,108.76644214242697,1.8664435520768166
6939.0,107.47999551147223,109.72476205229759,2.244766540825367
6940.0,108.19000066816807,111.12088054418564,2.9308798760175705
6941.0,109.76000395417213,115.43339339643717,5.673389442265034
6942.0,128.70999851077795,124.824598364532,-3.8854001462459564
6943.0,130.1500033289194,131.76671580970287,1.6167124807834625
6944.0,154.6500016003847,134.43534240871668,-20.214659191668034
6945.0,203.15000854432583,172.57045009732246,-30.579558447003365
6946.0,183.55000211298466,166.89029163122177,-16.659710481762886
6947.0,195.25000096857548,180.71409369260073,-14.53590727597475
6948.0,185.0500002130866,180.8561845868826,-4.193815626204014
6949.0,217.6000088006258,173.05971474945545,-44.54029405117035
6950.0,190.299998447299,161.1234935671091,-29.176504880189896
6951.0,181.30000007897615,163.57681050896645,-17.72318957000971
6952.0,178.99999713152647,164.75999289751053,-14.240004234015942
6953.0,172.14999897032976,165.08396834135056,-7.066030628979206
6954.0,157.45000391453505,152.443006798625,-5.006997115910053
6955.0,147.34999521821737,150.82625524699688,3.4762600287795067
